,Date,MinTemp,MaxTemp,Rainfall,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
1560,2012-05-10,14.1,29.1,0.0,13,2,22.0,19.0,67.0,50.0,1021.7,1019.4,16.7,26.3,0,0
1561,2012-05-11,14.3,24.9,0.0,13,0,9.0,7.0,63.0,43.0,1018.5,1013.8,16.5,24.7,0,0
1562,2012-05-12,13.8,20.7,0.0,15,15,17.0,6.0,60.0,28.0,1017.6,1014.1,15.1,19.2,0,0
1563,2012-05-13,9.9,18.1,0.0,15,13,31.0,39.0,42.0,35.0,1013.4,1011.5,13.5,16.8,0,0
1564,2012-05-14,9.1,18.6,0.0,13,11,20.0,22.0,49.0,40.0,1021.4,1021.5,11.8,17.2,0,0
1565,2012-05-15,8.5,20.2,0.0,13,10,24.0,20.0,56.0,41.0,1024.3,1021.9,12.1,19.1,0,0
1566,2012-05-16,9.8,21.1,0.0,13,10,22.0,13.0,68.0,50.0,1025.0,1022.5,12.0,19.9,0,0
1567,2012-05-17,10.0,21.6,0.0,13,0,19.0,17.0,77.0,46.0,1025.0,1022.0,12.5,20.1,0,0
1568,2012-05-18,10.5,23.1,0.0,13,0,17.0,11.0,82.0,40.0,1025.1,1021.1,12.4,22.2,0,0
1569,2012-05-19,10.4,21.1,0.0,13,14,24.0,9.0,71.0,37.0,1023.1,1020.3,12.4,20.4,0,0
1570,2012-05-20,10.4,16.4,0.0,14,11,19.0,13.0,75.0,82.0,1026.1,1024.1,13.0,15.0,0,0
1571,2012-05-21,12.2,20.9,0.4,13,5,20.0,13.0,78.0,52.0,1025.5,1021.6,13.6,20.6,0,0
1572,2012-05-22,9.8,20.9,0.0,13,14,20.0,13.0,70.0,64.0,1024.2,1020.7,11.8,20.5,0,0
1573,2012-05-23,10.3,23.0,0.0,13,3,11.0,17.0,69.0,88.0,1024.4,1020.2,13.2,21.7,0,0
1574,2012-05-24,9.6,17.1,0.0,14,13,7.0,7.0,79.0,93.0,1020.5,1018.7,12.2,13.7,0,1
1575,2012-05-25,12.2,18.6,13.8,6,6,24.0,24.0,77.0,37.0,1012.5,1008.8,15.7,18.4,1,0
1576,2012-05-26,10.4,17.5,0.0,14,13,26.0,31.0,43.0,41.0,1013.9,1012.8,12.5,15.9,0,0
1577,2012-05-27,10.0,19.3,0.2,13,8,22.0,19.0,65.0,50.0,1020.3,1019.5,12.3,17.9,0,0
1578,2012-05-28,9.1,18.9,0.0,13,8,20.0,26.0,66.0,52.0,1026.5,1025.3,12.1,17.7,0,1
1579,2012-05-29,11.3,18.1,21.4,7,8,9.0,17.0,94.0,69.0,1031.6,1030.6,12.1,16.6,1,1
1580,2012-05-30,10.4,18.5,1.4,13,10,19.0,13.0,80.0,63.0,1035.0,1032.5,12.8,17.3,1,0
1581,2012-05-31,11.9,20.1,0.0,13,10,20.0,15.0,79.0,63.0,1033.6,1030.7,12.9,17.4,0,0
1582,2012-06-01,11.6,18.8,0.2,14,2,15.0,6.0,89.0,67.0,1029.6,1025.7,12.8,18.2,0,0
1583,2012-06-02,12.8,16.8,0.2,14,2,13.0,6.0,91.0,94.0,1022.3,1018.7,14.9,15.8,0,1
1584,2012-06-03,14.0,15.3,27.4,14,10,11.0,15.0,96.0,94.0,1014.6,1010.6,14.2,15.2,1,1
1585,2012-06-04,12.8,20.6,11.2,13,14,13.0,9.0,91.0,57.0,1004.2,1000.4,14.3,18.7,1,0
1586,2012-06-05,9.0,16.1,0.0,14,13,15.0,33.0,53.0,64.0,1000.4,1000.7,12.0,12.4,0,1
1587,2012-06-06,10.4,16.0,19.2,11,10,28.0,28.0,70.0,79.0,1016.1,1017.9,14.0,13.7,1,1
1588,2012-06-07,9.1,17.7,6.8,13,10,24.0,17.0,68.0,42.0,1023.2,1021.2,10.4,17.4,1,0
1589,2012-06-08,6.4,18.0,0.0,13,1,20.0,6.0,71.0,46.0,1026.0,1023.8,8.6,16.6,0,0
1590,2012-06-09,6.6,18.3,0.0,13,6,24.0,4.0,78.0,44.0,1026.7,1024.0,8.3,17.6,0,1
1591,2012-06-10,8.3,14.2,2.4,13,15,15.0,6.0,87.0,87.0,1026.2,1023.4,10.0,13.6,1,1
1592,2012-06-11,9.9,16.1,76.4,13,12,20.0,15.0,96.0,96.0,1022.5,1020.4,11.8,13.0,1,1
1593,2012-06-12,11.7,19.3,49.4,9,8,22.0,24.0,71.0,66.0,1020.5,1018.5,16.1,17.4,1,1
1594,2012-06-13,10.7,15.4,8.6,14,13,13.0,11.0,95.0,91.0,1021.1,1019.2,12.1,14.8,1,1
1595,2012-06-14,11.2,19.4,13.8,13,13,15.0,0.0,93.0,65.0,1019.4,1016.4,12.9,17.5,1,0
1596,2012-06-15,11.4,20.9,0.0,13,5,11.0,13.0,89.0,52.0,1016.7,1013.2,11.8,20.4,0,0
1597,2012-06-16,11.7,13.9,0.4,13,5,13.0,9.0,88.0,91.0,1018.2,1014.2,12.0,13.8,0,1
1598,2012-06-17,10.1,18.5,8.4,13,13,15.0,30.0,68.0,38.0,1018.8,1016.6,12.1,18.3,1,0
1599,2012-06-18,9.8,19.8,0.0,14,13,19.0,17.0,66.0,36.0,1022.1,1019.7,11.6,19.0,0,0
1600,2012-06-19,8.6,19.2,0.0,13,15,13.0,28.0,65.0,37.0,1019.6,1017.7,11.4,19.0,0,0
1601,2012-06-20,7.3,18.1,0.0,14,4,13.0,4.0,74.0,45.0,1022.8,1017.9,9.1,17.2,0,0
1602,2012-06-21,8.4,18.7,0.0,7,5,2.0,17.0,70.0,47.0,1016.4,1010.7,10.7,18.4,0,0
1603,2012-06-22,10.7,17.2,0.0,6,14,19.0,20.0,44.0,56.0,1006.6,1007.9,16.4,14.8,0,0
1604,2012-06-23,8.0,17.0,0.0,13,15,17.0,15.0,66.0,32.0,1022.2,1021.2,9.3,16.2,0,0
1605,2012-06-24,6.9,18.3,0.0,14,15,17.0,19.0,55.0,38.0,1028.1,1026.1,9.9,18.1,0,0
1606,2012-06-25,6.5,19.4,0.0,13,15,19.0,22.0,73.0,62.5,1027.9,1023.7,8.6,19.2,0,1
1607,2012-06-26,8.6,13.7,8.8,8,8,11.0,15.0,84.0,87.0,1030.7,1029.5,12.8,12.9,1,1
1608,2012-06-27,9.7,17.6,9.4,11,9,7.0,15.0,84.0,58.0,1031.7,1028.6,12.4,15.8,1,0
1609,2012-06-28,9.0,18.5,0.0,13,2,19.0,9.0,89.0,66.0,1026.1,1020.8,10.5,16.8,0,1
1610,2012-06-29,10.4,19.0,1.6,13,1,13.0,13.0,91.0,70.0,1016.1,1010.9,12.3,17.9,1,0
1611,2012-06-30,10.1,20.0,0.0,13,7,19.0,13.0,79.0,41.0,1013.6,1011.4,12.1,18.0,0,0
1612,2012-07-01,9.9,16.1,0.0,13,13,15.0,28.0,69.0,28.0,1016.2,1013.4,10.4,15.8,0,0
1613,2012-07-02,7.5,16.8,0.0,13,15,28.0,24.0,56.0,36.0,1016.0,1015.5,11.3,16.1,0,0
1614,2012-07-03,7.7,16.8,0.0,13,8,20.0,19.0,61.0,40.0,1020.3,1018.1,9.6,15.8,0,0
1615,2012-07-04,7.2,16.2,0.0,13,11,28.0,26.0,55.0,43.0,1024.6,1025.1,9.6,15.9,0,1
1616,2012-07-05,8.7,14.9,4.0,13,11,17.0,24.0,75.0,72.0,1031.0,1030.1,10.7,13.6,1,1
1617,2012-07-06,9.6,16.0,19.0,12,8,17.0,22.0,89.0,52.0,1033.1,1031.4,11.0,15.3,1,1
1618,2012-07-07,8.7,15.1,1.2,13,12,24.0,11.0,86.0,71.0,1032.5,1030.5,9.9,13.9,1,0
1619,2012-07-08,9.1,18.0,0.2,13,0,19.0,11.0,81.0,57.0,1031.2,1028.2,10.4,16.6,0,0
1620,2012-07-09,8.3,17.0,0.0,14,4,15.0,13.0,90.0,67.0,1030.4,1026.6,9.3,16.7,0,0
1621,2012-07-10,8.4,18.0,0.0,13,5,9.0,22.0,92.0,67.0,1026.6,1021.1,10.2,17.6,0,1
1622,2012-07-11,10.2,20.6,5.4,14,7,11.0,15.0,76.0,44.0,1020.1,1017.6,13.2,20.1,1,0
1623,2012-07-12,11.6,17.3,0.0,13,5,9.0,9.0,80.0,79.0,1017.5,1012.7,13.0,17.1,0,0
1624,2012-07-13,12.9,22.9,0.2,7,3,15.0,26.0,74.0,62.0,1011.6,1008.0,17.2,21.3,0,0
1625,2012-07-14,11.1,20.2,0.0,13,14,13.0,19.0,73.0,31.0,1013.2,1009.7,13.4,19.1,0,0
1626,2012-07-15,9.0,18.2,0.0,14,15,9.0,17.0,52.0,33.0,1016.9,1016.9,12.2,17.8,0,0
1627,2012-07-16,9.4,20.3,0.0,13,1,24.0,11.0,62.0,36.0,1027.5,1025.4,11.3,18.3,0,0
1628,2012-07-17,8.1,21.0,0.0,14,3,13.0,17.0,82.0,34.0,1026.5,1021.5,9.8,20.4,0,0
1629,2012-07-18,9.3,20.7,0.0,13,12,20.0,13.0,70.0,33.0,1019.4,1015.8,10.5,20.2,0,0
1630,2012-07-19,8.7,15.4,0.0,13,11,26.0,31.0,63.0,50.0,1020.2,1020.3,10.8,14.6,0,0
1631,2012-07-20,5.8,17.3,0.0,13,11,22.0,19.0,65.0,38.0,1025.9,1024.7,8.1,16.6,0,1
1632,2012-07-21,8.1,14.9,5.0,11,11,17.0,22.0,81.0,54.0,1029.3,1028.5,13.3,14.8,1,1
1633,2012-07-22,9.7,16.9,2.6,13,8,20.0,20.0,92.0,62.0,1029.6,1027.6,10.6,16.2,1,1
1634,2012-07-23,9.5,18.3,2.6,14,11,17.0,19.0,85.0,78.0,1029.2,1026.9,11.8,14.5,1,1
1635,2012-07-24,10.4,14.0,6.8,13,11,17.0,11.0,95.0,85.0,1027.9,1025.6,11.2,13.6,1,1
1636,2012-07-25,8.7,19.6,4.4,13,1,17.0,20.0,93.0,50.0,1023.9,1019.3,10.0,18.0,1,0
1637,2012-07-26,10.0,19.5,0.0,3,4,13.0,7.0,57.0,48.0,1015.4,1011.3,14.7,17.8,0,0
1638,2012-07-27,8.7,17.4,0.4,13,13,15.0,20.0,74.0,32.0,1012.6,1009.8,11.3,17.0,0,0
1639,2012-07-28,7.8,19.4,0.0,13,8,22.0,11.0,68.0,45.0,1016.2,1015.7,9.8,16.7,0,0
1640,2012-07-29,8.4,16.2,0.0,14,8,17.0,20.0,66.0,45.0,1022.5,1021.6,11.5,16.1,0,0
1641,2012-07-30,7.3,15.9,0.0,13,11,24.0,28.0,54.0,36.0,1024.2,1022.2,9.6,15.3,0,1
1642,2012-07-31,7.5,16.1,4.4,13,11,26.0,24.0,60.0,52.0,1025.8,1022.9,9.9,13.7,1,0
1643,2012-08-01,7.0,16.2,0.0,13,8,22.0,22.0,62.0,38.0,1022.5,1019.5,9.5,15.7,0,0
1644,2012-08-02,6.5,17.4,0.0,13,9,26.0,9.0,58.0,37.0,1022.3,1018.5,9.2,15.8,0,0
1645,2012-08-03,6.8,18.5,0.0,13,7,9.0,11.0,58.0,32.0,1017.8,1014.4,9.7,18.1,0,0
1646,2012-08-04,7.2,20.8,0.0,13,7,22.0,6.0,60.0,27.0,1017.9,1014.3,9.9,20.3,0,0
1647,2012-08-05,9.3,21.6,0.0,13,13,17.0,15.0,50.0,27.0,1016.1,1011.3,12.2,19.8,0,0
1648,2012-08-06,11.6,19.4,0.0,3,12,2.0,17.0,45.0,22.0,1014.8,1014.9,14.3,18.4,0,0
1649,2012-08-07,6.8,18.6,0.0,13,14,22.0,6.0,54.0,25.0,1024.4,1021.3,9.8,18.2,0,0
1650,2012-08-08,5.6,22.5,0.0,13,13,17.0,9.0,55.0,26.0,1022.0,1015.2,9.5,21.4,0,0
1651,2012-08-09,9.5,19.8,0.0,14,15,9.0,31.0,51.0,18.0,1014.7,1009.9,13.5,18.9,0,0
1652,2012-08-10,7.6,14.9,0.0,13,11,31.0,26.0,42.0,76.0,1015.4,1016.6,10.4,12.2,0,1
1653,2012-08-11,9.8,15.6,3.2,11,8,30.0,37.0,45.0,55.0,1020.7,1020.5,13.1,15.3,1,1
1654,2012-08-12,11.1,15.1,5.4,8,11,22.0,24.0,46.5,44.5,1025.3,1024.5,12.3,14.7,1,0
1655,2012-08-13,9.6,18.8,0.0,13,0,19.0,15.0,47.25,39.25,1027.2,1022.6,11.1,16.6,0,0
1656,2012-08-14,7.4,18.6,0.2,13,14,22.0,7.0,47.625,34.0,1021.7,1017.5,10.2,18.4,0,0
1657,2012-08-15,10.2,22.2,0.0,14,3,19.0,11.0,48.0,35.0,1016.8,1011.5,14.6,20.1,0,0
1658,2012-08-16,11.7,20.6,0.0,13,0,26.0,19.0,47.0,43.0,1014.7,1010.7,13.5,17.4,0,0
1659,2012-08-17,11.1,22.2,0.0,3,14,19.0,37.0,36.0,35.0,1007.7,1004.3,15.9,14.5,0,0
1660,2012-08-18,9.6,18.1,0.0,7,13,30.0,33.0,45.0,33.0,1007.0,1007.4,12.7,17.9,0,0
1661,2012-08-19,9.7,20.1,0.0,13,0,20.0,17.0,54.0,43.0,1020.3,1019.1,13.4,16.9,0,0
1662,2012-08-20,7.5,17.8,0.0,13,0,19.0,17.0,62.0,47.0,1024.3,1019.1,10.1,16.0,0,0
1663,2012-08-21,8.7,22.2,0.0,14,1,13.0,19.0,70.0,36.0,1020.6,1016.0,11.0,19.0,0,0
1664,2012-08-22,10.6,24.7,0.0,14,1,9.0,19.0,59.0,54.0,1015.5,1010.4,16.1,20.8,0,0
1665,2012-08-23,16.1,29.2,0.0,14,7,17.0,41.0,45.0,25.0,1009.5,1005.9,22.2,26.3,0,1
1666,2012-08-24,12.4,19.3,10.2,14,14,31.0,33.0,36.0,23.0,1014.2,1011.8,13.6,18.9,1,0
1667,2012-08-25,10.7,20.7,0.0,14,14,15.0,6.0,42.0,26.0,1018.0,1015.5,13.8,20.0,0,0
1668,2012-08-26,8.3,20.9,0.0,13,0,19.0,15.0,48.0,41.0,1018.7,1016.9,11.7,17.2,0,0
1669,2012-08-27,7.9,19.5,0.0,14,1,17.0,20.0,56.0,50.0,1025.0,1022.2,10.8,17.9,0,0
1670,2012-08-28,9.0,18.5,0.0,13,4,9.0,19.0,51.5,54.5,1024.1,1019.9,12.0,17.8,0,0
1671,2012-08-29,9.4,22.5,0.0,2,4,6.0,17.0,49.25,59.0,1017.5,1010.4,15.4,19.0,0,0
1672,2012-08-30,12.0,22.1,0.0,13,14,9.0,30.0,47.0,18.0,1010.5,1008.9,17.2,21.2,0,0
1673,2012-08-31,9.7,18.4,0.0,13,13,26.0,24.0,39.0,24.0,1016.6,1013.7,12.8,16.6,0,0
1674,2012-09-01,5.5,17.6,0.4,13,8,24.0,31.0,45.0,38.0,1021.9,1020.2,10.5,16.2,0,0
1675,2012-09-02,7.2,20.7,0.8,13,1,20.0,19.0,61.0,45.0,1024.3,1019.9,12.1,17.0,0,0
1676,2012-09-03,7.5,22.8,0.0,13,0,17.0,15.0,52.0,37.0,1022.2,1019.8,13.3,19.6,0,0
1677,2012-09-04,9.7,24.4,0.2,13,0,19.0,17.0,55.0,33.0,1022.9,1019.6,13.6,21.4,0,0
1678,2012-09-05,11.1,28.3,0.0,6,6,15.0,31.0,28.0,13.0,1016.0,1007.3,20.8,27.5,0,0
1679,2012-09-06,18.4,27.9,0.0,14,14,28.0,22.0,28.0,10.0,1007.7,1005.3,21.5,27.6,0,0
1680,2012-09-07,16.4,21.7,0.0,14,14,20.0,39.0,22.0,22.0,1005.8,1006.2,21.3,18.4,0,0
1681,2012-09-08,11.3,21.0,0.0,13,15,30.0,28.0,39.0,31.0,1014.5,1012.8,15.0,20.4,0,0
1682,2012-09-09,11.6,21.7,0.0,13,2,24.0,13.0,52.5,35.0,1021.3,1021.4,17.1,20.2,0,0
1683,2012-09-10,9.5,21.2,0.0,13,4,13.0,24.0,59.25,39.0,1025.3,1020.0,15.4,20.8,0,0
1684,2012-09-11,12.6,21.8,0.0,14,10,17.0,17.0,66.0,51.0,1025.0,1022.4,16.4,21.0,0,0
1685,2012-09-12,11.0,21.3,0.0,13,4,11.0,20.0,66.0,67.0,1023.1,1015.7,15.8,19.6,0,0
1686,2012-09-13,14.0,24.7,0.0,3,8,20.0,33.0,39.0,83.0,1006.2,1007.3,21.0,15.0,0,1
1687,2012-09-14,7.9,18.5,3.8,13,2,20.0,17.0,50.0,36.0,1019.6,1017.1,13.5,16.9,1,0
1688,2012-09-15,9.2,20.1,0.0,13,9,19.0,19.0,54.0,44.0,1024.9,1023.5,15.6,19.8,0,0
1689,2012-09-16,10.5,21.0,0.0,3,4,19.0,24.0,57.0,54.0,1021.9,1016.3,17.5,18.5,0,0
1690,2012-09-17,14.2,20.9,0.0,8,10,19.0,26.0,71.0,61.0,1019.4,1016.9,16.4,19.4,0,0
1691,2012-09-18,12.4,20.6,0.0,13,0,9.0,20.0,63.0,66.0,1018.4,1013.8,17.9,18.2,0,1
1692,2012-09-19,11.1,22.9,3.6,14,2,11.0,17.0,57.0,45.0,1016.0,1014.4,17.2,20.1,1,0
1693,2012-09-20,12.1,20.5,0.2,13,0,13.0,22.0,73.0,60.0,1019.3,1014.7,15.6,19.7,0,0
1694,2012-09-21,13.8,22.2,0.0,5,1,4.0,13.0,83.0,46.0,1012.7,1009.8,15.5,21.9,0,0
1695,2012-09-22,12.4,22.7,0.8,14,9,11.0,17.0,49.0,50.0,1016.2,1013.1,19.0,20.9,0,0
1696,2012-09-23,11.2,23.8,0.0,11,5,2.0,17.0,64.0,46.0,1011.5,1005.4,17.8,23.5,0,0
1697,2012-09-24,13.5,24.4,0.0,15,0,26.0,17.0,31.0,29.0,1012.6,1010.6,17.3,21.7,0,0
1698,2012-09-25,12.0,19.1,0.2,13,2,13.0,26.0,51.0,63.0,1022.1,1020.0,15.0,16.8,0,0
1699,2012-09-26,14.6,20.7,0.4,8,1,4.0,33.0,67.0,59.0,1022.5,1019.0,17.8,19.6,0,0
1700,2012-09-27,14.1,22.8,0.2,5,4,6.0,19.0,58.0,59.0,1018.7,1013.5,19.4,21.0,0,0
1701,2012-09-28,18.9,33.2,0.0,1,7,22.0,22.0,63.0,29.0,1009.7,1003.5,21.7,31.2,0,1
1702,2012-09-29,17.3,22.8,13.2,14,13,33.0,39.0,51.0,22.0,1005.8,1006.9,20.4,20.9,1,0
1703,2012-09-30,9.9,22.4,0.0,15,2,31.0,26.0,29.0,30.0,1019.2,1018.0,15.4,20.3,0,0
1704,2012-10-01,9.8,19.9,0.0,14,0,11.0,20.0,51.0,53.0,1027.9,1025.5,16.4,18.0,0,0
1705,2012-10-02,12.7,20.3,0.6,8,0,11.0,17.0,58.0,45.0,1032.7,1029.2,17.5,18.5,0,0
1706,2012-10-03,11.2,27.8,0.2,13,0,13.0,7.0,53.0,40.0,1026.3,1020.5,18.7,24.0,0,0
1707,2012-10-04,14.5,32.2,0.0,13,14,9.0,11.0,39.0,16.0,1018.8,1013.1,23.9,31.9,0,0
1708,2012-10-05,20.0,34.2,0.0,13,10,22.0,28.0,22.0,59.0,1014.0,1013.0,27.9,22.8,0,0
1709,2012-10-06,15.6,18.3,0.0,2,4,9.0,11.0,90.0,81.0,1019.2,1014.6,16.0,17.2,0,1
1710,2012-10-07,12.7,20.6,3.0,12,10,17.0,28.0,39.0,32.0,1013.8,1013.7,16.1,19.3,1,0
1711,2012-10-08,13.6,18.2,0.2,6,2,7.0,19.0,60.0,46.0,1017.1,1013.4,15.3,17.5,0,0
1712,2012-10-09,12.1,19.6,0.0,10,2,7.0,19.0,67.0,52.0,1012.8,1011.1,13.8,17.1,0,0
1713,2012-10-10,11.1,25.7,0.0,13,0,20.0,26.0,75.0,32.0,1011.7,1007.5,14.2,22.9,0,1
1714,2012-10-11,13.5,19.0,9.8,9,0,4.0,9.0,83.0,58.0,1005.4,1004.1,14.6,18.2,1,1
1715,2012-10-12,8.5,16.0,3.4,13,11,35.0,22.0,84.0,87.0,1006.3,1010.7,8.7,12.2,1,1
1716,2012-10-13,8.6,20.1,4.4,13,9,26.0,20.0,47.0,39.0,1019.8,1019.3,14.3,18.9,1,0
1717,2012-10-14,12.4,19.5,0.2,14,2,13.0,20.0,77.0,52.0,1025.6,1024.0,14.0,18.5,0,0
1718,2012-10-15,11.4,23.9,0.0,13,4,9.0,19.0,65.0,41.0,1024.9,1020.9,16.3,23.2,0,0
1719,2012-10-16,15.4,34.1,0.0,2,0,6.0,22.0,43.0,23.0,1018.4,1013.9,20.9,30.7,0,0
1720,2012-10-17,20.3,21.8,0.0,9,2,22.0,24.0,62.0,46.0,1016.4,1016.4,21.7,20.8,0,0
1721,2012-10-18,16.6,21.5,0.0,1,4,15.0,22.0,58.0,56.0,1022.7,1019.6,19.4,20.4,0,0
1722,2012-10-19,15.9,25.6,0.0,14,0,11.0,19.0,78.0,56.0,1016.4,1011.6,17.7,24.1,0,0
1723,2012-10-20,16.6,33.8,0.0,14,8,22.0,33.0,44.0,57.0,1007.8,1008.5,22.8,24.6,0,0
1724,2012-10-21,14.9,27.4,0.0,13,14,13.0,20.0,66.0,23.0,1013.7,1009.5,19.9,26.9,0,0
1725,2012-10-22,15.1,18.7,0.0,10,8,30.0,39.0,68.0,40.0,1016.2,1019.7,15.6,18.0,0,1
1726,2012-10-23,11.8,19.5,7.4,9,2,19.0,20.0,56.0,41.0,1027.4,1026.5,15.7,18.3,1,0
1727,2012-10-24,11.7,23.0,0.2,13,4,11.0,24.0,57.0,48.0,1024.3,1017.7,17.3,21.0,0,0
1728,2012-10-25,13.8,25.6,0.0,13,0,9.0,19.0,63.0,46.0,1013.0,1006.6,18.2,24.8,0,0
1729,2012-10-26,16.9,21.2,0.0,2,0,6.0,19.0,68.0,66.0,1010.6,1007.3,18.4,20.0,0,0
1730,2012-10-27,13.1,21.3,0.0,11,9,7.0,24.0,39.0,40.0,1015.7,1016.4,18.0,19.1,0,0
1731,2012-10-28,15.3,19.8,0.0,2,0,13.0,15.0,51.0,47.0,1025.5,1024.3,17.0,19.1,0,0
1732,2012-10-29,12.1,21.7,0.0,14,0,9.0,30.0,59.0,55.0,1025.1,1021.2,17.2,20.8,0,0
1733,2012-10-30,14.1,23.1,0.0,15,1,2.0,24.0,65.0,48.0,1019.8,1015.7,18.6,22.4,0,0
1734,2012-10-31,15.7,27.8,0.0,14,2,11.0,20.0,64.0,52.0,1016.1,1013.0,21.6,24.4,0,0
1735,2012-11-01,16.8,33.3,0.0,14,0,9.0,20.0,55.0,57.0,1008.3,1002.0,22.6,24.7,0,0
1736,2012-11-02,16.1,21.9,0.0,8,10,28.0,26.0,44.0,38.0,1015.2,1015.5,18.1,20.3,0,1
1737,2012-11-03,13.7,18.5,1.6,15,2,6.0,17.0,82.0,58.0,1020.9,1020.1,15.5,17.8,1,1
1738,2012-11-04,14.8,22.9,1.4,14,1,6.0,26.0,80.0,63.0,1020.5,1017.5,18.3,21.9,1,0
1739,2012-11-05,17.0,25.1,0.2,2,4,9.0,20.0,70.0,61.0,1018.7,1014.9,21.5,24.3,0,0
1740,2012-11-06,19.6,25.4,0.0,0,4,15.0,30.0,65.0,61.0,1015.8,1012.7,24.0,23.9,0,0
1741,2012-11-07,19.8,24.2,0.0,4,1,2.0,19.0,78.0,68.0,1013.8,1010.3,21.7,22.4,0,0
1742,2012-11-08,19.9,27.3,0.0,1,0,4.0,20.0,58.0,64.0,1011.9,1011.7,24.1,23.4,0,1
1743,2012-11-09,18.5,27.1,9.2,13,1,9.0,17.0,77.0,86.0,1014.0,1012.6,22.2,20.9,1,1
1744,2012-11-10,16.6,20.9,11.4,10,10,28.0,26.0,56.0,54.0,1022.7,1023.1,19.6,18.5,1,0
1745,2012-11-11,13.1,21.4,0.2,2,2,13.0,19.0,42.0,45.0,1028.6,1026.6,19.4,20.8,0,0
1746,2012-11-12,13.0,23.7,0.0,13,4,13.0,31.0,55.0,51.0,1025.0,1019.7,19.4,22.0,0,0
1747,2012-11-13,16.9,23.9,0.0,8,10,19.0,28.0,60.0,51.0,1020.3,1019.0,19.6,21.0,0,0
1748,2012-11-14,15.9,20.7,0.0,0,0,15.0,20.0,80.0,71.0,1019.5,1017.4,16.9,18.4,0,0
1749,2012-11-15,16.2,24.7,0.2,4,1,19.0,17.0,72.0,62.0,1014.7,1010.7,20.5,23.6,0,0
1750,2012-11-16,17.2,18.0,0.4,11,10,11.0,9.0,86.0,81.0,1012.7,1011.0,17.2,17.5,0,1
1751,2012-11-17,15.1,21.3,10.4,2,0,13.0,15.0,57.0,50.0,1016.7,1015.1,17.4,19.8,1,0
1752,2012-11-18,15.3,23.1,0.0,13,4,6.0,35.0,65.0,57.0,1012.9,1007.7,19.2,22.2,0,0
1753,2012-11-19,12.8,21.1,0.0,13,11,17.0,26.0,44.0,45.0,1014.2,1015.6,18.1,19.9,0,1
1754,2012-11-20,15.8,23.2,1.6,10,9,28.0,22.0,61.0,50.0,1022.2,1021.6,18.9,21.8,1,0
1755,2012-11-21,13.4,24.5,0.4,13,4,9.0,24.0,60.0,59.0,1018.1,1012.2,19.8,22.3,0,0
1756,2012-11-22,17.1,20.7,0.0,10,9,22.0,22.0,66.0,59.0,1017.1,1017.0,18.8,19.4,0,0
1757,2012-11-23,15.7,22.0,0.0,0,2,13.0,17.0,59.0,55.0,1020.3,1018.5,18.7,20.5,0,0
1758,2012-11-24,16.4,25.4,0.0,2,0,9.0,28.0,67.0,63.0,1018.8,1014.8,21.0,23.8,0,0
1759,2012-11-25,18.5,31.0,0.0,13,0,7.0,15.0,60.0,56.0,1013.9,1012.6,25.3,27.2,0,0
1760,2012-11-26,20.7,27.2,0.0,8,2,7.0,20.0,74.0,69.0,1015.9,1012.3,22.5,24.1,0,1
1761,2012-11-27,19.8,24.1,3.6,2,9,6.0,13.0,80.0,74.0,1014.1,1014.7,22.4,22.4,1,1
1762,2012-11-28,18.4,24.5,10.2,9,2,9.0,13.0,84.0,74.0,1018.4,1016.5,20.5,21.9,1,1
1763,2012-11-29,19.9,27.0,1.2,2,4,6.0,20.0,71.0,63.0,1016.5,1013.6,23.6,26.2,1,0
1764,2012-11-30,21.3,29.5,0.0,2,1,7.5,24.0,73.0,62.0,1013.6,1010.4,25.9,28.0,0,0
1765,2012-12-01,18.943186429347282,31.88797866711505,3.96381113917762,13,0,6.445735084123378,26.98106799236084,79.73203365266026,49.0360797525409,1015.2359225179302,1013.7489985246297,25.317588062497958,25.104061201231406,1,1
1766,2012-12-02,20.902246288765774,26.46378870464837,7.7252998209519435,13,4,17.179328460193908,23.080022672137947,62.3617894025723,59.63516966941904,1016.2518174147943,1014.6107426406273,22.389133620432247,23.99723114227697,1,0
1767,2012-12-03,21.193428960101595,23.86116036213098,0.7865518862586651,0,0,6.113531627970189,13.0989593268134,72.7335742589205,65.41297948500119,1015.2774834139503,1013.0402751616307,22.482342582390903,25.01126336409807,0,0
1768,2012-12-04,20.602181675010094,26.73535045421152,0.7356683327198461,0,0,7.90169287181155,9.94387787533934,71.7048438601434,64.01036702605785,1014.5913702324654,1014.0635767802652,22.49799569790079,22.6583495320935,0,1
1769,2012-12-05,19.81115887140968,27.557086827130963,1.7045996098713219,13,4,15.071704777115144,19.619369215502516,58.13042964019228,65.72533391847386,1019.8145735684108,1018.9766664709273,21.23428120308349,22.394836426083852,1,0
1770,2012-12-06,18.68861958297409,27.63023656825695,0.8356214560884498,0,0,4.319039626232426,15.807675972416467,66.19277124668854,63.41892569728726,1018.0261424389532,1014.354539538074,23.347385919944355,24.091602796818336,0,0
1771,2012-12-07,18.91623703982342,26.18577365321196,0.5251300368704301,0,0,8.986318097996945,20.056100871147265,65.1192430816169,66.88572793666593,1014.2573750867206,1012.4978477053439,23.270453291168213,23.606393570701467,0,0
