,index,Date,Location,MinTemp,MaxTemp,Rainfall,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
1313,1456,2013-01-26,MountGinini,12.1,24.1,0.0,ENE,37.0,NE,N,17.0,11.0,97.0,56.0,15.1,22.9,No,Yes
1314,1457,2013-01-27,MountGinini,10.4,21.1,18.4,E,44.0,NW,WNW,19.0,11.0,91.0,76.0,12.899999999999999,19.8,Yes,Yes
1315,1458,2013-01-28,MountGinini,11.4,16.4,4.6,E,39.0,NE,WNW,13.0,6.0,88.0,96.0,11.799999999999999,16.3,Yes,Yes
1316,1459,2013-01-29,MountGinini,10.9,18.1,13.2,WSW,35.0,S,SW,13.0,11.0,86.5,92.0,11.25,14.2,Yes,No
1317,1460,2013-01-30,MountGinini,6.9,19.5,0.4,NNW,33.0,N,NW,13.0,9.0,85.0,47.0,10.7,18.0,No,No
1318,1461,2013-01-31,MountGinini,7.4,21.2,0.0,NW,46.0,WNW,W,13.0,17.0,47.0,33.0,12.7,19.7,No,Yes
1319,1462,2013-03-01,MountGinini,4.0,10.3,12.4,ESE,65.0,ESE,SE,15.0,15.0,70.0,84.0,8.049999999999999,8.7,Yes,No
1320,1463,2013-03-02,MountGinini,1.7,9.6,0.0,ESE,70.0,ESE,ESE,30.0,24.0,93.0,82.0,3.4,9.2,No,No
1321,1464,2013-03-03,MountGinini,3.1,14.8,0.0,ESE,72.0,E,E,33.0,28.0,82.0,73.0,8.6,13.8,No,No
1322,1465,2013-03-04,MountGinini,5.2,16.7,0.0,E,52.0,ENE,E,20.0,19.0,76.5,66.0,11.2,15.6,No,No
1323,1466,2013-03-05,MountGinini,5.4,17.7,0.4,E,45.5,ENE,ENE,17.0,9.0,73.75,66.0,12.5,17.2,No,No
1324,1467,2013-03-06,MountGinini,9.4,21.4,0.2,NNE,39.0,ENE,NW,16.0,7.0,72.375,52.0,13.15,20.5,No,No
1325,1468,2013-03-07,MountGinini,11.0,21.9,0.0,SW,24.0,SW,ESE,15.0,6.0,71.0,53.0,13.8,21.0,No,No
1326,1469,2013-03-08,MountGinini,11.8,20.2,0.0,E,30.0,ESE,ENE,6.0,13.0,24.0,58.0,15.7,19.3,No,No
1327,1470,2013-03-09,MountGinini,8.1,21.8,0.0,ENE,28.0,SW,WNW,19.0,6.0,89.0,66.0,12.7,19.0,No,No
1328,1471,2013-03-10,MountGinini,12.3,21.8,0.0,SSW,26.0,S,E,9.0,9.0,83.0,60.0,15.4,20.2,No,No
1329,1472,2013-03-11,MountGinini,11.5,19.0,0.0,ESE,26.0,ESE,E,6.0,4.0,90.0,76.0,13.1,17.4,No,No
1330,1473,2013-03-12,MountGinini,10.4,20.3,0.2,NNE,22.0,SW,NNE,9.0,9.0,92.5,73.0,12.1,19.0,No,No
1331,1474,2013-03-13,MountGinini,9.1,18.4,0.0,W,39.0,W,WNW,19.0,13.0,95.0,74.0,11.1,17.0,No,No
1332,1475,2013-03-14,MountGinini,11.1,20.1,0.2,NW,37.0,NNW,WNW,9.0,13.0,84.0,68.0,14.9,19.2,No,No
1333,1476,2013-03-15,MountGinini,10.2,19.0,0.0,WNW,26.0,N,NW,7.0,11.0,83.5,74.0,13.05,17.0,No,No
1334,1477,2013-03-16,MountGinini,9.8,17.6,0.2,WSW,46.0,WSW,W,20.0,13.0,83.0,55.0,11.2,16.4,No,No
1335,1478,2013-03-17,MountGinini,0.8,10.3,0.0,S,43.0,S,SSE,19.0,13.0,83.0,70.0,2.8,7.1,No,No
1336,1479,2013-03-18,MountGinini,1.1,13.0,0.0,ENE,24.0,SSW,NE,7.0,6.0,69.0,53.0,4.4,12.5,No,No
1337,1480,2013-03-19,MountGinini,2.1,13.1,0.0,ENE,31.0,ENE,E,15.0,7.0,83.0,46.0,5.4,12.6,No,No
1338,1481,2013-03-20,MountGinini,3.7,15.8,0.2,ENE,31.0,NNE,N,15.0,7.0,97.0,62.0,6.4,13.5,No,No
1339,1482,2013-03-21,MountGinini,6.4,12.2,1.0,N,78.0,NNW,NW,28.0,26.0,100.0,96.0,8.1,10.0,No,Yes
1340,1483,2013-03-22,MountGinini,7.5,13.0,32.2,WNW,72.0,WNW,WNW,30.0,24.0,89.0,83.0,7.15,11.75,Yes,No
1341,1484,2013-03-23,MountGinini,4.5,14.1,0.2,W,50.0,WSW,W,22.0,13.0,78.0,70.0,6.2,13.5,No,No
1342,1485,2013-03-24,MountGinini,5.6,15.6,0.2,WSW,54.0,W,W,17.0,17.0,84.0,60.0,7.9,14.7,No,No
1343,1486,2013-03-25,MountGinini,6.7,17.0,0.0,WSW,35.0,N,N,9.0,7.0,66.0,60.0,10.8,16.2,No,No
1344,1487,2013-03-26,MountGinini,8.2,18.3,0.0,W,39.0,W,WNW,13.0,19.0,74.0,49.0,11.5,17.4,No,No
1345,1488,2013-03-27,MountGinini,10.8,19.9,0.0,N,46.0,NW,NW,22.0,17.0,96.0,68.0,13.1,18.3,No,No
1346,1489,2013-03-28,MountGinini,12.2,12.6,0.8,NW,65.0,NW,WNW,26.0,20.0,86.5,64.5,7.949999999999999,15.05,No,Yes
1347,1490,2013-03-29,MountGinini,0.6,13.5,12.6,WSW,56.0,ESE,W,4.0,6.0,77.0,61.0,2.8,11.8,Yes,No
1348,1491,2013-03-30,MountGinini,2.7,14.7,0.0,WNW,35.0,WSW,WNW,20.0,19.0,60.0,59.0,6.8,14.2,No,No
1349,1492,2013-03-31,MountGinini,4.3,10.1,0.0,SSW,43.0,SW,SW,24.0,17.0,76.0,83.0,6.1,9.3,No,No
1350,1493,2013-04-01,MountGinini,3.3,12.0,0.0,SW,41.0,WSW,WSW,15.0,19.0,92.0,75.0,5.4,10.4,No,No
1351,1494,2013-04-02,MountGinini,3.1,15.1,0.4,SW,37.0,SSW,WSW,20.0,13.0,49.0,57.0,7.0,13.9,No,No
1352,1495,2013-04-03,MountGinini,4.9,11.6,0.2,E,22.0,ENE,E,9.0,6.0,73.5,96.0,7.1,6.8,No,No
1353,1496,2013-04-04,MountGinini,2.9,10.6,0.2,ENE,26.0,ENE,ENE,11.0,7.0,85.75,88.0,7.15,9.6,No,No
1354,1497,2013-04-05,MountGinini,4.6,11.5,0.4,ENE,26.0,ENE,NE,7.0,7.0,91.875,81.0,7.175000000000001,10.6,No,No
1355,1498,2013-04-06,MountGinini,4.2,12.3,0.2,ENE,26.0,NE,NE,7.0,9.0,98.0,79.0,7.2,10.6,No,Yes
1356,1499,2013-04-07,MountGinini,4.7,13.3,7.8,SW,22.0,WSW,SSW,9.0,13.0,93.0,77.0,8.6,10.1,Yes,No
1357,1500,2013-04-08,MountGinini,6.4,14.5,0.2,SSE,33.0,SSE,ESE,11.0,4.0,71.0,62.0,10.9,12.4,No,No
1358,1501,2013-04-09,MountGinini,6.2,14.4,0.8,NE,24.0,ESE,NNE,6.0,7.0,64.0,73.0,10.8,10.3,No,No
1359,1502,2013-04-10,MountGinini,6.1,15.6,0.4,SSW,24.0,SSW,SW,13.0,7.0,79.0,55.0,9.9,13.5,No,No
1360,1503,2013-04-11,MountGinini,6.9,15.8,0.0,SSW,31.0,SSW,NE,13.0,6.0,71.0,69.0,10.7,12.9,No,No
1361,1504,2013-04-12,MountGinini,6.0,16.0,0.6,NE,28.0,N,WNW,9.0,7.0,82.0,64.0,10.8,14.1,No,No
1362,1505,2013-04-13,MountGinini,6.6,14.6,0.0,W,41.0,WNW,W,13.0,17.0,94.0,71.0,9.6,11.7,No,No
1363,1506,2013-04-14,MountGinini,8.2,17.1,0.0,NW,41.0,W,WNW,15.0,17.0,63.0,56.0,11.3,15.3,No,No
1364,1507,2013-04-15,MountGinini,8.5,12.4,0.0,NW,50.0,W,W,17.0,15.0,89.0,88.0,9.5,10.7,No,Yes
1365,1508,2013-04-16,MountGinini,4.7,9.6,2.2,ENE,22.0,E,ENE,9.0,4.0,92.0,99.0,8.55,6.7,Yes,Yes
1366,1509,2013-04-17,MountGinini,2.8,12.1,5.6,ENE,22.0,NE,WNW,7.0,6.0,95.0,64.0,7.6,11.1,Yes,No
1367,1510,2013-04-18,MountGinini,4.1,11.4,0.2,SW,28.0,SW,WSW,9.0,11.0,98.0,76.0,6.2,8.2,No,No
1368,1511,2013-04-19,MountGinini,-1.6,4.3,0.2,S,76.0,SSE,S,33.0,22.0,90.0,75.0,0.1,3.1,No,No
1369,1512,2013-04-20,MountGinini,-1.4,7.5,0.6,SSE,74.0,SE,SSE,19.0,11.0,89.0,79.0,1.55,6.0,No,No
1370,1513,2013-04-21,MountGinini,-0.4,9.6,0.2,NW,39.0,W,W,7.0,13.0,88.0,63.0,3.0,8.0,No,Yes
1371,1514,2013-04-22,MountGinini,1.9,4.7,5.8,WSW,52.0,W,W,17.0,22.0,88.5,73.5,2.7,6.95,Yes,No
1372,1515,2013-04-23,MountGinini,1.0,7.4,0.6,WSW,54.0,WSW,W,17.0,19.0,88.75,84.0,2.55,5.9,No,No
1373,1516,2013-04-24,MountGinini,-0.3,9.1,0.2,SW,46.0,SW,W,15.0,17.0,89.0,70.0,2.4,7.2,No,No
1374,1517,2013-04-25,MountGinini,-0.4,8.5,0.2,WSW,54.0,SW,WSW,24.0,20.0,90.0,71.0,3.1,7.0,No,No
1375,1518,2013-04-26,MountGinini,2.5,11.9,0.2,SW,61.0,SW,WSW,28.0,20.0,71.0,72.0,6.8,10.6,No,No
1376,1519,2013-04-27,MountGinini,3.8,15.0,0.0,W,59.0,WNW,W,13.0,17.0,41.0,45.0,10.9,13.8,No,No
1377,1520,2013-04-28,MountGinini,5.8,13.2,0.2,W,69.0,W,WNW,22.0,22.0,65.0,50.0,8.1,12.5,No,No
1378,1521,2013-04-29,MountGinini,7.0,11.7,0.0,W,54.0,WSW,WSW,19.0,13.0,80.0,96.0,9.0,8.5,No,Yes
1379,1522,2013-04-30,MountGinini,6.1,12.1,3.0,W,43.0,NW,W,17.0,20.0,88.5,85.0,7.8,8.8,Yes,No
1380,1523,2013-05-01,MountGinini,5.4,9.5,0.2,W,63.0,W,SW,17.0,22.0,97.0,79.0,6.6,6.1,No,No
1381,1524,2013-05-02,MountGinini,-3.5,8.3,0.2,S,43.0,ESE,ESE,13.0,2.0,80.0,59.0,0.9,6.6,No,No
1382,1525,2013-05-03,MountGinini,0.1,12.3,0.0,W,46.0,WSW,W,19.0,15.0,21.0,58.0,8.3,9.8,No,No
1383,1526,2013-05-04,MountGinini,2.9,11.0,0.4,WSW,76.0,SW,WSW,35.0,11.0,93.0,39.0,5.0,10.2,No,No
1384,1527,2013-05-05,MountGinini,-0.3,8.7,0.0,SSW,24.0,SSW,WNW,11.0,9.0,25.0,62.0,4.9,7.8,No,No
1385,1528,2013-05-06,MountGinini,-2.2,6.8,0.0,ENE,37.0,ENE,ENE,15.0,15.0,80.0,64.0,2.8,5.5,No,No
1386,1529,2013-05-07,MountGinini,0.7,8.3,0.6,ENE,30.0,NE,NNE,13.0,7.0,82.0,74.0,4.05,6.6,No,No
1387,1530,2013-05-08,MountGinini,2.4,11.1,0.0,NW,30.0,W,NW,7.0,6.0,84.0,81.0,5.3,9.0,No,No
1388,1531,2013-05-09,MountGinini,3.8,13.4,0.2,SW,24.0,SW,ESE,15.0,6.0,88.0,61.0,6.7,11.6,No,No
1389,1532,2013-05-10,MountGinini,5.9,14.2,0.2,ESE,24.0,E,E,9.0,6.0,63.0,53.0,9.7,12.6,No,No
1390,1533,2013-05-11,MountGinini,6.0,13.7,0.0,N,35.0,NNE,NNE,6.0,6.0,59.0,55.0,11.5,11.6,No,No
1391,1534,2013-05-12,MountGinini,4.5,11.1,0.2,N,41.0,NW,NW,13.0,13.0,100.0,78.0,6.0,8.5,No,Yes
1392,1535,2013-05-13,MountGinini,4.5,5.5,3.2,NW,67.0,WNW,NNW,22.0,24.0,93.5,86.5,2.35,4.65,Yes,Yes
1393,1536,2013-05-14,MountGinini,-3.3,3.4,20.6,WSW,46.0,WSW,W,17.0,19.0,87.0,95.0,-1.3,0.8,Yes,No
1394,1537,2013-05-15,MountGinini,-2.5,1.4,0.2,WNW,69.0,W,W,9.0,26.0,86.5,93.5,-0.15000000000000002,0.6000000000000001,No,Yes
1395,1538,2013-05-16,MountGinini,-0.9,1.9,12.4,WNW,59.5,W,WSW,24.0,30.0,86.25,92.75,0.425,0.5,Yes,Yes
1396,1539,2013-05-17,MountGinini,-1.8,2.15,6.6000000000000005,WNW,54.75,W,WSW,23.0,24.5,86.125,92.375,0.7125,0.45,Yes,Yes
1397,1540,2013-05-18,MountGinini,-2.25,2.4,3.7,SW,50.0,W,WSW,22.5,19.0,86.0625,92.0,0.85625,0.4,Yes,No
1398,1541,2013-05-19,MountGinini,-2.7,2.5,0.8,SW,48.0,SW,SW,22.0,20.0,86.03125,91.0,0.928125,0.7,No,No
1399,1542,2013-05-20,MountGinini,-2.0,2.4,0.0,W,67.0,SW,SW,17.0,17.0,86.015625,70.5,0.9640625,2.9,No,Yes
1400,1543,2013-05-21,MountGinini,-0.1,5.8,1.2,WSW,76.0,WSW,SW,15.0,17.0,86.0,50.0,1.0,5.1,Yes,Yes
1401,1544,2013-05-22,MountGinini,-1.3,2.3,1.7999999999999998,ESE,44.0,ENE,ENE,11.0,17.0,93.0,93.0,0.0,0.9,Yes,Yes
1402,1545,2013-05-23,MountGinini,-0.1,1.9,2.4,ESE,57.0,ESE,ESE,17.0,9.0,95.0,94.0,1.5,1.6,Yes,No
1403,1546,2013-05-24,MountGinini,-1.6,6.9,0.0,ESE,33.0,E,ESE,9.0,6.0,94.0,81.0,1.9,4.2,No,No
1404,1547,2013-05-25,MountGinini,0.6,9.8,0.0,SSW,41.0,SSW,WSW,22.0,13.0,37.0,40.0,3.0,8.6,No,No
1405,1548,2013-05-26,MountGinini,3.0,10.1,0.0,SSW,43.0,SSW,SW,15.0,17.0,35.0,45.0,6.2,8.2,No,No
1406,1549,2013-05-27,MountGinini,-0.4,6.1,0.0,ENE,41.0,E,E,20.0,13.0,74.0,74.0,1.7,4.3,No,No
1407,1550,2013-05-28,MountGinini,1.2,6.8,0.0,ENE,33.0,NNE,NW,17.0,11.0,95.0,93.0,4.1,5.5,No,No
1408,1551,2013-05-29,MountGinini,2.4,6.4,0.0,W,43.0,W,W,24.0,19.0,95.0,95.0,4.0,4.9,No,Yes
1409,1552,2013-05-30,MountGinini,3.7,5.8,4.6,NW,50.0,NW,NW,19.0,20.0,95.0,95.0,5.1,5.4,Yes,Yes
1410,1553,2013-05-31,MountGinini,4.6,7.0,5.2,NW,57.0,WNW,WNW,19.0,13.0,95.0,96.0,5.8,6.2,Yes,Yes
1411,1554,2013-06-01,MountGinini,5.7,6.3,13.4,NW,70.0,NW,NW,37.0,24.0,96.0,96.0,5.9,6.2,Yes,Yes
1412,1555,2013-06-02,MountGinini,2.3,4.8,35.4,S,67.0,S,S,17.0,31.0,96.0,82.0,2.5,2.5,Yes,No
1413,1556,2013-06-03,MountGinini,-1.4,9.6,0.2,S,44.0,SSW,SW,20.0,20.0,15.0,26.0,4.8,8.1,No,No
1414,1557,2013-06-04,MountGinini,3.6,10.7,0.0,SSE,28.0,SW,WNW,9.0,9.0,47.0,65.0,5.9,7.9,No,No
1415,1558,2013-06-05,MountGinini,2.9,10.2,0.0,WNW,44.0,W,WNW,15.0,15.0,44.0,53.0,6.3,4.9,No,No
1416,1559,2013-06-06,MountGinini,0.2,4.0,0.0,WNW,50.0,WNW,WNW,20.0,20.0,87.0,94.0,1.8,3.5,No,No
1417,1560,2013-06-07,MountGinini,1.7,3.9,0.2,WSW,76.0,W,W,26.0,31.0,95.0,95.0,2.7,3.2,No,No
1418,1561,2013-06-08,MountGinini,-1.8,6.8,0.6,NNW,30.0,NE,WNW,9.0,11.0,93.0,81.0,0.3,3.6,No,No
1419,1562,2013-06-09,MountGinini,-0.6,10.8,0.0,W,31.0,WSW,W,6.0,9.0,14.0,56.0,6.8,7.6,No,No
1420,1563,2013-06-10,MountGinini,-0.1,4.9,0.0,WSW,52.0,WNW,W,17.0,20.0,95.0,95.0,4.1,3.6,No,No
1421,1564,2013-06-11,MountGinini,-0.4,7.8,0.0,WSW,37.0,SSW,W,13.0,6.0,92.0,77.0,3.1,5.6,No,No
1422,1565,2013-06-12,MountGinini,1.4,4.4,0.0,ENE,46.0,ENE,N,24.0,11.0,95.0,96.0,3.0,4.1,No,Yes
1423,1566,2013-06-13,MountGinini,1.4,2.6,22.2,W,50.0,W,W,13.0,17.0,95.0,95.0,1.6,2.4,Yes,Yes
1424,1567,2013-06-14,MountGinini,0.4,3.3,7.6,S,89.0,SW,SSW,22.0,30.0,95.0,95.0,1.1,2.5,Yes,No
1425,1568,2013-06-15,MountGinini,-1.9,3.0,0.4,S,76.0,SSE,S,35.0,28.0,82.0,87.0,0.7,1.6,No,No
1426,1569,2013-06-16,MountGinini,-2.1,3.7,0.0,S,63.0,S,WSW,19.0,6.0,88.0,74.0,0.8,3.4,No,No
1427,1570,2013-06-17,MountGinini,-2.1,4.0,0.2,S,56.0,S,SSE,20.0,6.0,96.0,75.0,-0.4,2.5,No,No
1428,1571,2013-06-18,MountGinini,-2.0,2.8,0.0,S,37.0,ESE,S,6.0,7.0,95.0,94.0,-0.9,1.4,No,No
1429,1572,2013-06-19,MountGinini,-3.7,1.2,0.2,SSE,37.0,SSE,S,13.0,9.0,96.0,94.0,-2.2,0.7,No,No
1430,1573,2013-06-20,MountGinini,-2.9,2.9,0.0,ESE,24.0,SE,NNE,4.0,2.0,89.0,86.0,0.1,2.0,No,No
1431,1574,2013-06-21,MountGinini,-3.1,4.1,0.0,WNW,17.0,SE,NNW,0.0,6.0,58.0,59.0,0.1,2.2,No,No
1432,1575,2013-06-22,MountGinini,-2.8,2.3,0.0,E,35.0,E,E,11.0,9.0,82.0,88.0,-0.8,0.8,No,No
1433,1576,2013-06-23,MountGinini,-4.2,1.8,0.0,ESE,37.0,ESE,E,17.0,13.0,74.0,95.0,-2.1,0.1,No,Yes
1434,1577,2013-06-24,MountGinini,-2.2,0.1,5.6,ESE,80.0,ESE,ESE,2.0,20.0,96.0,96.0,-0.9,-1.3,Yes,Yes
1435,1578,2013-06-25,MountGinini,-1.6,1.1,27.2,E,78.0,ESE,ESE,19.0,11.0,96.0,96.0,-0.6,1.0,Yes,No
1436,1579,2013-06-26,MountGinini,-1.3,4.8,0.0,ESE,56.0,ESE,ESE,19.0,6.0,96.0,93.0,0.3,4.5,No,No
1437,1580,2013-06-27,MountGinini,0.0,3.9,0.0,ENE,31.0,NE,ENE,7.0,11.0,97.0,97.0,1.8,2.8,No,No
1438,1581,2013-06-28,MountGinini,1.7,4.7,0.0,E,30.0,E,E,2.0,4.0,96.0,96.0,3.1,4.2,No,No
1439,1582,2013-06-29,MountGinini,1.0,3.0,0.0,ENE,33.0,E,ESE,13.0,6.0,96.0,96.0,1.6,2.6,No,No
1440,1583,2013-06-30,MountGinini,-0.1,6.5,0.4,ESE,31.0,SSE,W,7.0,7.0,96.0,81.0,2.6,5.0,No,No
1441,1584,2013-07-01,MountGinini,0.2,6.1,0.0,SW,50.0,SW,SW,28.0,24.0,95.0,95.0,1.3,1.8,No,No
1442,1585,2013-07-02,MountGinini,-1.2,6.6,0.0,SSW,48.0,SW,WSW,26.0,19.0,97.0,71.0,0.8,5.1,No,No
1443,1586,2013-07-03,MountGinini,-0.5,7.4,0.0,SW,44.0,SW,WSW,15.0,13.0,20.0,49.0,4.4,6.5,No,No
1444,1587,2013-07-04,MountGinini,-2.7,0.6,0.0,NW,67.0,WNW,WNW,22.0,22.0,97.0,96.0,-0.7,-0.4,No,Yes
1445,1588,2013-07-05,MountGinini,-3.5,-2.2,5.0,WNW,80.0,W,W,30.0,26.0,96.0,96.0,-3.4,-3.2,Yes,No
1446,1589,2013-07-06,MountGinini,-4.3,-1.2,0.2,WSW,65.0,WSW,W,22.0,28.0,96.0,97.0,-2.7,-1.9,No,Yes
1447,1590,2013-07-07,MountGinini,-3.0,-0.3,2.4,WSW,46.0,WSW,WSW,22.0,11.0,96.0,96.0,-1.7,-0.7,Yes,No
1448,1591,2013-07-08,MountGinini,-2.1,1.1,0.2,W,48.0,SW,SW,17.0,20.0,96.0,94.0,-1.0,0.0,No,No
1449,1592,2013-07-09,MountGinini,-3.7,2.3,0.0,ENE,31.0,ESE,ENE,4.0,7.0,91.0,86.0,-1.6,0.2,No,No
1450,1593,2013-07-10,MountGinini,-3.3,3.1,0.0,NNE,31.0,NE,NW,11.0,9.0,97.0,97.0,-0.8,1.4,No,No
1451,1594,2013-07-11,MountGinini,-2.2,6.6,0.2,NW,30.0,NNE,WNW,4.0,6.0,94.0,66.0,1.8,4.5,No,No
1452,1595,2013-07-12,MountGinini,-0.5,7.3,0.0,WSW,39.0,WSW,W,19.0,9.0,95.0,61.0,2.0,6.4,No,No
1453,1596,2013-07-13,MountGinini,1.2,6.7,0.0,NNE,20.0,W,NW,7.0,6.0,97.0,94.0,3.2,4.2,No,No
1454,1597,2013-07-14,MountGinini,1.5,5.2,1.0,NW,48.0,WNW,NW,15.0,20.0,97.0,97.0,2.5,3.8,No,Yes
1455,1598,2013-07-15,MountGinini,2.2,4.8,19.6,NW,50.0,NW,WNW,24.0,13.0,96.0,96.0,3.6,4.3,Yes,Yes
1456,1599,2013-07-16,MountGinini,3.5,6.4,17.8,NNW,33.0,WNW,WNW,13.0,9.0,96.0,96.0,4.7,4.9,Yes,Yes
1457,1600,2013-07-17,MountGinini,3.2,6.1,8.6,NW,61.0,WNW,WNW,20.0,22.0,96.0,96.0,4.1,5.4,Yes,Yes
1458,1601,2013-07-18,MountGinini,3.9,6.9,6.0,N,63.0,NW,NNW,26.0,24.0,96.0,96.0,5.6,6.8,Yes,Yes
1459,1602,2013-07-19,MountGinini,4.3,5.6,16.6,NW,78.0,NNW,WNW,30.0,24.0,96.0,96.0,5.1,4.0,Yes,Yes
1460,1603,2013-07-20,MountGinini,-0.8,-0.6,9.4,NW,67.0,NW,WNW,24.0,31.0,96.0,95.0,-0.7,-3.2,Yes,Yes
1461,1604,2013-07-21,MountGinini,-5.9,-3.7,24.2,W,44.0,W,W,13.0,9.0,96.0,96.0,-5.2,-4.1,Yes,Yes
1462,1605,2013-07-22,MountGinini,-5.5,-2.9,2.6,W,41.0,W,WNW,15.0,15.0,96.0,97.0,-4.3,-3.2,Yes,Yes
1463,1606,2013-07-23,MountGinini,-4.3,3.3,1.4,SSW,44.0,SW,SSW,13.0,13.0,97.0,97.0,-2.9,-0.7,Yes,No
1464,1607,2013-07-24,MountGinini,-4.0,4.8,0.0,SSE,37.0,SSE,SSE,15.0,13.0,31.0,37.0,3.1,4.4,No,No
1465,1608,2013-07-25,MountGinini,1.0,5.3,0.0,SW,30.0,WSW,WSW,17.0,15.0,23.0,64.0,2.6,3.4,No,No
1466,1609,2013-07-26,MountGinini,0.1,6.2,0.0,WSW,35.0,WSW,SW,17.0,13.0,19.0,39.0,2.7,4.7,No,No
1467,1610,2013-07-27,MountGinini,0.1,6.1,0.0,NW,37.0,NNW,WNW,11.0,13.0,46.0,40.0,4.4,5.5,No,No
1468,1611,2013-07-28,MountGinini,1.1,4.0,0.0,NW,63.0,NW,NW,24.0,22.0,64.0,93.0,2.8,3.4,No,No
1469,1612,2013-07-29,MountGinini,1.5,4.3,0.0,NW,67.0,WNW,NW,22.0,22.0,97.0,97.0,2.3,3.7,No,Yes
1470,1613,2013-07-30,MountGinini,1.0,5.7,11.8,NW,48.0,WSW,SW,19.0,9.0,96.0,85.0,1.4,3.5,Yes,No
1471,1614,2013-07-31,MountGinini,-0.7,6.9,0.0,ENE,20.0,N,NNW,7.0,4.0,97.0,72.0,2.6,6.4,No,No
1472,1615,2013-08-01,MountGinini,-1.8,7.7,0.0,W,31.0,WSW,WNW,15.0,7.0,97.0,72.0,0.3,7.0,No,No
1473,1616,2013-08-02,MountGinini,-1.7,3.5,0.0,W,72.0,W,WNW,24.0,28.0,95.0,95.0,0.7,0.7,No,Yes
1474,1617,2013-08-03,MountGinini,-4.5,0.3,2.2,SW,85.0,WSW,W,24.0,17.0,97.0,95.0,-4.1,0.1,Yes,Yes
1475,1618,2013-08-04,MountGinini,-4.1,-0.8,6.2,W,50.0,W,W,17.0,19.0,97.0,97.0,-2.1,-1.9,Yes,Yes
1476,1619,2013-08-05,MountGinini,-3.3,1.3,2.4,W,70.0,W,W,0.0,30.0,97.0,97.0,-0.9,0.0,Yes,Yes
1477,1620,2013-08-06,MountGinini,-0.9,0.5,6.6,W,74.0,W,WSW,31.0,28.0,96.0,96.0,0.4,-1.3,Yes,Yes
1478,1621,2013-08-07,MountGinini,-4.9,0.1,10.6,WSW,30.0,SSW,W,9.0,15.0,96.0,97.0,-4.4,-0.4,Yes,Yes
1479,1622,2013-08-08,MountGinini,-4.6,-0.4,1.8,SSE,43.0,SSE,SSW,19.0,15.0,97.0,97.0,-2.0,-0.9,Yes,No
1480,1623,2013-08-09,MountGinini,-3.6,2.1,0.0,W,74.0,WSW,WSW,26.0,17.0,95.0,94.0,-2.6,1.8,No,No
1481,1624,2013-08-10,MountGinini,-2.7,6.7,0.0,WSW,72.0,WSW,W,24.0,15.0,98.0,58.0,1.3,6.1,No,No
1482,1625,2013-08-11,MountGinini,-1.5,5.9,0.0,W,43.0,SW,W,13.0,19.0,25.0,72.0,2.3,4.3,No,Yes
1483,1626,2013-08-12,MountGinini,-0.7,2.9,8.0,W,91.0,W,W,28.0,50.0,97.0,97.0,2.4,0.2,Yes,Yes
1484,1627,2013-08-13,MountGinini,-3.4,1.7,11.2,WSW,72.0,WSW,W,26.0,28.0,97.0,93.0,-2.9,0.8,Yes,No
1485,1628,2013-08-14,MountGinini,-3.2,5.0,0.4,NW,81.0,W,W,26.0,24.0,98.0,79.0,1.2,4.6,No,Yes
1486,1629,2013-08-15,MountGinini,-4.9,3.0,7.6,SW,65.0,SSW,SW,22.0,13.0,97.0,94.0,-3.7,2.5,Yes,No
1487,1630,2013-08-16,MountGinini,-3.7,6.9,0.0,NW,70.0,NW,NW,17.0,17.0,38.0,49.0,3.0,6.2,No,Yes
1488,1631,2013-08-17,MountGinini,-0.9,3.9,10.0,NW,72.0,W,W,15.0,15.0,98.0,92.0,0.5,2.2,Yes,Yes
1489,1632,2013-08-18,MountGinini,-2.0,4.2,1.4,W,80.0,W,W,28.0,37.0,97.0,95.0,-0.2,2.4,Yes,Yes
1490,1633,2013-08-19,MountGinini,-3.2,-1.9,6.4,W,63.0,W,W,19.0,28.0,97.0,97.0,-2.7,-3.4,Yes,Yes
1491,1634,2013-08-20,MountGinini,-6.5,-3.8,8.4,WSW,52.0,WSW,SW,11.0,24.0,97.0,97.0,-3.25,-2.7,Yes,Yes
1492,1635,2013-08-21,MountGinini,-6.0,-1.0,1.6,WSW,44.0,SW,W,13.0,17.0,97.0,97.0,-3.8,-2.0,Yes,Yes
1493,1636,2013-08-22,MountGinini,-4.3,0.0,3.8,W,57.0,W,W,17.0,19.0,97.0,97.0,-2.4,-1.2,Yes,Yes
1494,1637,2013-08-23,MountGinini,-2.5,2.5,11.6,SW,78.0,W,W,30.0,28.0,97.0,97.0,-0.1,0.8,Yes,No
1495,1638,2013-08-24,MountGinini,-0.2,9.1,1.0,SW,52.0,S,W,30.0,11.0,96.0,90.0,2.5,7.7,No,No
1496,1639,2013-08-25,MountGinini,-0.7,7.9,0.0,WSW,46.0,SW,WSW,24.0,19.0,95.0,50.0,0.8,7.6,No,No
1497,1640,2013-08-26,MountGinini,-1.8,6.9,0.0,SW,30.0,WNW,SW,4.0,15.0,49.0,78.0,6.5,4.3,No,No
