,Date,Location,MinTemp,MaxTemp,Rainfall,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Pressure9am,Pressure3pm,Temp9am,RainToday,RainTomorrow
392,2014-03-28,Katherine,14.9,35.7,0.0,ESE,33.0,ESE,NE,7.0,11.0,52.0,1012.8,1008.4,24.8,No,No
393,2014-03-29,Katherine,19.9,36.6,0.0,E,35.0,SE,E,9.0,17.0,57.0,1012.7,1008.0,28.7,No,No
394,2014-03-30,Katherine,24.4,38.2,0.0,ENE,24.0,NNE,E,7.0,11.0,66.0,1012.6,1009.0,30.1,No,Yes
395,2014-03-31,Katherine,24.3,37.3,4.8,SE,39.0,SW,SE,6.0,28.0,82.0,1012.7,1007.9,27.4,Yes,No
396,2014-04-01,Katherine,24.5,38.1,0.0,SE,33.0,SW,SSE,6.0,13.0,74.0,1011.1,1006.1,29.1,No,No
397,2014-04-02,Katherine,24.4,37.2,0.0,E,33.0,NNW,E,11.0,19.0,71.0,1010.0,1006.3,30.0,No,No
398,2014-04-03,Katherine,23.7,37.1,0.0,SE,31.0,NNW,SE,13.0,20.0,76.0,1011.8,1007.4,30.2,No,No
399,2014-04-04,Katherine,22.6,36.8,0.0,ESE,30.0,N,E,11.0,15.0,71.0,1011.4,1007.5,29.8,No,No
400,2014-04-05,Katherine,22.9,37.1,0.0,E,35.0,NE,ESE,6.0,20.0,65.0,1012.1,1007.7,29.8,No,No
401,2014-04-06,Katherine,20.9,37.0,0.0,E,30.0,NNW,SE,9.0,20.0,64.0,1011.5,1007.9,30.0,No,No
402,2014-04-07,Katherine,24.4,37.4,0.0,N,20.0,WNW,SSE,7.0,9.0,70.0,1010.7,1006.8,29.6,No,No
403,2014-04-08,Katherine,25.2,35.8,0.0,NNE,33.0,WSW,E,11.0,17.0,75.0,1010.6,1005.9,28.6,No,Yes
404,2014-04-09,Katherine,23.6,36.1,9.2,WSW,24.0,SSW,SW,9.0,6.0,80.0,1010.9,1006.5,27.1,Yes,No
405,2014-04-10,Katherine,24.6,36.8,0.0,SE,28.0,NW,E,7.0,15.0,85.0,1010.8,1006.3,28.5,No,No
406,2014-04-11,Katherine,23.3,35.3,0.0,SW,30.0,W,NE,7.0,7.0,89.0,1009.4,1005.6,26.1,No,No
407,2014-04-12,Katherine,24.4,36.8,0.4,SE,31.0,S,ESE,7.0,9.0,77.0,1008.5,1005.0,27.7,No,No
408,2014-04-13,Katherine,23.5,34.0,0.0,ENE,28.0,ESE,ESE,13.0,11.0,58.0,1009.4,1007.1,29.3,No,No
409,2014-04-14,Katherine,20.5,36.0,0.0,ESE,31.0,SE,SSE,9.0,11.0,51.0,1010.9,1007.5,28.4,No,No
410,2014-04-15,Katherine,19.8,35.0,0.0,SSE,33.0,SE,SSW,15.0,15.0,53.5,1012.8,1008.2,28.0,No,No
411,2014-04-16,Katherine,18.4,36.3,0.0,S,39.0,SE,SE,20.0,13.0,54.75,1011.9,1007.9,28.6,No,No
412,2014-04-17,Katherine,21.0,35.3,0.0,ESE,48.0,ESE,SE,7.0,17.0,56.0,1011.8,1008.7,29.2,No,No
413,2014-04-18,Katherine,23.6,35.3,0.0,ENE,59.0,ESE,SE,17.0,19.0,73.0,1012.5,1009.3,27.7,No,No
414,2014-04-19,Katherine,22.0,35.2,0.0,E,41.0,SE,SE,17.0,17.0,66.0,1012.6,1007.9,28.1,No,Yes
415,2014-04-20,Katherine,20.9,34.9,1.2,ESE,43.0,ESE,ESE,13.0,22.0,82.0,1011.7,1008.1,25.5,Yes,No
416,2014-04-21,Katherine,22.2,35.0,0.0,SE,44.0,ESE,ENE,13.0,20.0,72.0,1011.7,1008.8,27.1,No,No
417,2014-04-22,Katherine,20.7,35.9,0.0,SSE,41.0,E,ESE,20.0,26.0,85.0,1012.5,1007.8,26.5,No,No
418,2014-04-23,Katherine,21.1,36.2,0.0,SE,41.0,E,ESE,22.0,24.0,83.0,1010.5,1006.0,26.5,No,No
419,2014-04-24,Katherine,21.7,34.4,0.0,SSE,35.0,SE,ESE,13.0,15.0,67.0,1009.3,1005.9,27.9,No,No
420,2014-04-25,Katherine,21.4,34.7,0.0,SSE,41.0,SE,SE,9.0,19.0,73.0,1009.9,1006.0,27.6,No,No
421,2014-04-26,Katherine,23.1,34.9,0.0,S,41.0,ESE,SE,15.0,20.0,72.0,1010.3,1005.9,28.3,No,No
422,2014-04-27,Katherine,24.6,34.6,0.2,ENE,48.0,E,ESE,17.0,20.0,78.0,1011.3,1007.2,28.0,No,Yes
423,2014-04-28,Katherine,23.7,34.0,15.8,ESE,33.0,ENE,ESE,11.0,9.0,86.0,1013.2,1009.3,26.6,Yes,No
424,2014-04-29,Katherine,22.8,36.0,0.0,ESE,35.0,E,NE,11.0,13.0,45.0,1012.4,1008.5,27.5,No,No
425,2014-04-30,Katherine,21.4,37.4,0.0,E,43.0,NNE,E,13.0,24.0,70.0,1012.6,1008.9,27.5,No,No
426,2014-05-01,Katherine,22.0,36.1,0.0,SSE,35.0,NNE,SSE,6.0,15.0,61.0,1014.1,1010.1,29.0,No,No
427,2014-05-02,Katherine,21.7,36.2,0.0,S,24.0,ESE,ENE,7.0,9.0,63.0,1014.3,1009.2,27.9,No,No
428,2014-05-03,Katherine,22.2,34.0,0.0,SE,30.0,ESE,SE,17.0,20.0,60.0,1013.3,1008.3,26.5,No,No
429,2014-05-04,Katherine,22.4,31.6,0.0,ENE,37.0,E,E,17.0,17.0,61.0,1014.4,1011.1,26.4,No,No
430,2014-05-05,Katherine,18.1,32.0,0.0,E,35.0,E,ESE,20.0,22.0,60.0,1016.2,1012.9,25.2,No,No
431,2014-05-06,Katherine,13.5,32.3,0.0,E,37.0,ESE,E,15.0,13.0,55.0,1016.7,1011.8,22.4,No,No
432,2014-05-07,Katherine,13.9,32.6,0.0,E,35.0,ESE,SE,13.0,13.0,52.5,1014.8,1010.6,22.7,No,No
433,2014-05-08,Katherine,14.3,33.4,0.0,SE,31.0,ESE,SSE,11.0,9.0,51.25,1014.5,1009.5,23.0,No,No
434,2014-05-09,Katherine,14.4,34.2,0.0,E,35.0,ESE,ESE,11.0,15.0,50.0,1013.9,1009.7,23.0,No,No
435,2014-05-10,Katherine,14.6,34.2,0.0,ESE,35.0,SE,E,7.0,17.0,62.5,1014.4,1010.1,24.0,No,No
436,2014-05-11,Katherine,18.3,34.4,0.0,E,31.0,ESE,E,7.0,20.0,75.0,1014.4,1011.2,26.5,No,No
437,2014-05-12,Katherine,18.7,34.5,0.0,E,43.0,ESE,E,9.0,20.0,50.0,1015.6,1011.6,29.5,No,No
438,2014-05-13,Katherine,17.4,34.3,0.0,SE,46.0,SE,SE,13.0,20.0,77.0,1015.1,1010.7,24.5,No,No
439,2014-05-14,Katherine,17.6,34.4,0.0,E,41.0,SE,ESE,13.0,19.0,60.0,1013.6,1008.9,25.1,No,No
440,2014-05-15,Katherine,18.6,34.0,0.0,ESE,44.0,ESE,ENE,13.0,22.0,74.0,1013.7,1009.8,24.9,No,No
441,2014-05-16,Katherine,19.9,34.8,0.0,E,43.0,ESE,E,11.0,22.0,75.0,1014.5,1010.8,25.4,No,No
442,2014-05-17,Katherine,20.4,34.3,0.0,E,35.0,E,ENE,19.0,17.0,76.0,1014.5,1010.4,26.2,No,No
443,2014-05-18,Katherine,21.6,34.8,0.0,SE,39.0,E,ESE,24.0,24.0,67.0,1014.2,1010.5,27.4,No,No
444,2014-05-19,Katherine,22.6,32.7,0.0,E,41.0,E,ESE,24.0,13.0,67.0,1014.8,1011.7,27.1,No,No
445,2014-05-20,Katherine,20.4,33.7,0.0,ESE,39.0,ESE,E,15.0,22.0,66.0,1014.9,1010.5,26.4,No,No
446,2014-05-21,Katherine,19.7,34.0,0.0,SSE,43.0,E,E,22.0,19.0,65.0,1013.6,1009.9,26.7,No,No
447,2014-05-22,Katherine,19.5,34.2,0.0,ENE,35.0,SE,SE,9.0,15.0,67.0,1014.2,1009.8,26.0,No,No
448,2014-05-23,Katherine,19.8,35.0,0.0,E,41.0,E,SE,13.0,20.0,70.0,1015.3,1011.0,26.5,No,No
449,2014-05-24,Katherine,16.1,34.8,0.0,E,50.0,ESE,ESE,11.0,19.0,57.0,1015.7,1011.0,24.7,No,No
450,2014-05-25,Katherine,16.0,37.0,0.0,ESE,50.0,SSE,ENE,6.0,22.0,61.0,1015.5,1011.3,25.0,No,No
451,2014-05-26,Katherine,21.1,35.2,0.0,ENE,39.0,ENE,E,9.0,7.0,65.0,1015.6,1011.3,27.6,No,No
452,2014-05-27,Katherine,19.2,34.0,0.0,E,33.0,ENE,E,11.0,17.0,73.0,1015.4,1010.4,25.7,No,No
453,2014-05-28,Katherine,16.9,32.8,0.0,ENE,39.0,ESE,ESE,9.0,20.0,72.0,1014.8,1010.1,24.5,No,No
454,2014-05-29,Katherine,20.0,34.3,0.0,E,35.0,ENE,ENE,9.0,15.0,74.0,1014.4,1009.7,26.1,No,No
455,2014-05-30,Katherine,18.6,34.5,0.0,E,41.0,E,ESE,15.0,17.0,66.0,1013.3,1009.6,26.5,No,No
456,2014-05-31,Katherine,20.1,33.4,0.0,SE,30.0,E,SE,15.0,17.0,77.0,1014.2,1010.0,24.7,No,No
457,2014-06-01,Katherine,19.4,33.7,0.0,E,39.0,ESE,E,11.0,24.0,71.0,1013.5,1009.8,25.7,No,No
458,2014-06-02,Katherine,19.7,33.4,0.0,E,43.0,ESE,SE,20.0,17.0,63.0,1013.7,1009.9,25.2,No,No
459,2014-06-03,Katherine,17.1,32.8,0.0,ESE,43.0,SE,SE,20.0,20.0,61.0,1014.5,1010.0,23.9,No,No
460,2014-06-04,Katherine,22.8,33.3,0.0,E,44.0,ESE,ESE,20.0,20.0,75.0,1014.4,1010.5,25.2,No,No
461,2014-06-05,Katherine,17.0,33.5,0.0,ESE,44.0,SE,ESE,20.0,24.0,87.0,1014.1,1010.0,24.5,No,No
462,2014-06-06,Katherine,20.9,34.0,0.0,ESE,46.0,SE,ESE,20.0,24.0,40.0,1013.4,1009.9,26.1,No,No
463,2014-06-07,Katherine,23.4,31.2,0.0,SE,52.0,ESE,SE,31.0,24.0,66.0,1014.5,1011.0,24.5,No,No
464,2014-06-08,Katherine,18.9,30.2,0.0,ESE,50.0,SE,SE,24.0,26.0,39.0,1016.0,1012.0,21.3,No,No
465,2014-06-09,Katherine,15.0,29.5,0.0,E,46.0,ESE,E,22.0,24.0,33.0,1016.0,1010.8,21.5,No,No
466,2014-06-10,Katherine,10.9,29.0,0.0,E,39.0,SE,E,20.0,11.0,66.0,1014.0,1009.4,19.1,No,No
467,2014-06-11,Katherine,9.5,29.8,0.0,E,39.0,SE,ESE,9.0,13.0,85.0,1012.9,1008.3,17.5,No,No
468,2014-06-12,Katherine,10.6,31.5,0.0,SE,22.0,SE,ESE,11.0,7.0,84.0,1011.3,1007.9,20.3,No,No
469,2014-06-13,Katherine,12.8,33.2,0.0,SSW,24.0,SE,S,11.0,11.0,58.0,1012.7,1009.4,21.7,No,No
470,2014-06-14,Katherine,17.3,28.9,0.0,SSE,39.0,SE,SSE,24.0,28.0,58.0,1016.2,1012.3,21.4,No,No
471,2014-06-15,Katherine,15.3,26.7,0.0,SE,46.0,SE,SE,31.0,20.0,36.0,1018.3,1014.4,19.2,No,No
472,2014-06-16,Katherine,11.2,26.9,0.0,E,37.0,SE,ESE,24.0,17.0,42.0,1018.7,1014.6,16.9,No,No
473,2014-06-17,Katherine,9.7,28.5,0.0,ESE,46.0,SE,E,15.0,9.0,40.0,1018.7,1014.1,17.2,No,No
474,2014-06-18,Katherine,15.4,32.8,0.0,ESE,39.0,SE,ENE,17.0,19.0,50.0,1016.7,1013.4,22.8,No,No
475,2014-06-19,Katherine,19.4,33.1,0.0,E,43.0,ESE,ESE,15.0,20.0,67.0,1015.7,1012.0,25.0,No,No
476,2014-06-20,Katherine,21.0,33.5,0.0,E,37.0,E,E,13.0,17.0,71.0,1016.6,1013.1,25.2,No,No
477,2014-06-21,Katherine,17.1,33.4,0.0,ESE,46.0,E,SE,19.0,26.0,69.0,1017.2,1013.6,23.7,No,No
478,2014-06-22,Katherine,16.3,31.2,0.0,E,43.0,ESE,ESE,11.0,22.0,72.0,1018.6,1014.8,22.9,No,No
479,2014-06-23,Katherine,10.3,30.4,0.0,SE,46.0,SE,SE,13.0,24.0,43.0,1019.1,1013.7,20.7,No,No
480,2014-06-24,Katherine,6.5,30.5,0.0,E,46.0,SE,SE,9.0,24.0,48.0,1017.7,1014.1,16.0,No,No
481,2014-06-25,Katherine,8.5,29.7,0.0,ESE,46.0,ESE,ESE,17.0,22.0,39.0,1019.8,1014.9,18.9,No,No
482,2014-06-26,Katherine,10.7,29.1,0.0,ESE,37.0,SE,ESE,13.0,24.0,36.0,1019.7,1015.1,18.9,No,No
483,2014-06-27,Katherine,10.2,30.8,0.0,ESE,31.0,ESE,E,15.0,9.0,62.0,1017.3,1013.0,18.8,No,No
484,2014-06-28,Katherine,12.5,31.5,0.0,S,35.0,SE,SE,13.0,17.0,54.0,1016.2,1011.8,21.8,No,No
485,2014-06-29,Katherine,13.9,29.7,0.0,ESE,41.0,ESE,E,22.0,19.0,30.0,1017.4,1013.9,21.9,No,No
486,2014-06-30,Katherine,8.0,26.9,0.0,ESE,52.0,ESE,SE,28.0,19.0,37.0,1020.7,1016.0,16.3,No,No
487,2014-07-01,Katherine,8.9,27.2,0.0,ESE,44.0,SE,ESE,13.0,20.0,40.0,1021.3,1016.7,15.9,No,No
488,2014-07-02,Katherine,7.6,27.5,0.0,E,37.0,SE,ESE,13.0,15.0,42.0,1019.8,1014.4,14.7,No,No
489,2014-07-03,Katherine,8.4,28.7,0.0,E,35.0,E,ESE,17.0,13.0,75.0,1017.0,1012.2,16.2,No,No
490,2014-07-04,Katherine,11.2,29.6,0.0,ESE,33.0,SE,ESE,9.0,17.0,66.0,1016.7,1012.7,17.3,No,No
491,2014-07-05,Katherine,12.6,31.0,0.0,SE,46.0,SE,E,17.0,17.0,63.5,1017.5,1013.3,19.9,No,No
492,2014-07-06,Katherine,12.1,29.7,0.0,E,39.0,ESE,ESE,19.0,17.0,62.25,1017.5,1014.1,21.0,No,No
493,2014-07-07,Katherine,9.5,29.9,0.0,ESE,43.0,SE,ESE,15.0,19.0,61.625,1016.4,1011.6,17.7,No,No
494,2014-07-08,Katherine,9.6,31.4,0.0,ESE,36.5,SE,SW,9.0,13.0,61.0,1014.7,1010.2,17.8,No,No
495,2014-07-09,Katherine,10.7,31.4,0.0,SE,30.0,SE,SE,11.0,15.0,51.0,1015.2,1011.0,19.1,No,No
496,2014-07-10,Katherine,8.8,31.0,0.0,SE,31.0,SE,ENE,7.0,13.0,42.0,1015.7,1011.9,18.0,No,No
497,2014-07-11,Katherine,11.6,29.5,0.0,ESE,39.0,SE,E,15.0,22.0,49.0,1017.7,1013.0,17.5,No,No
498,2014-07-12,Katherine,12.8,30.5,0.0,ESE,35.0,SE,ESE,13.0,22.0,52.5,1017.9,1013.2,19.5,No,No
499,2014-07-13,Katherine,14.4,32.0,0.0,NE,35.0,ESE,NE,17.0,15.0,56.0,1015.6,1010.8,20.3,No,No
500,2014-07-14,Katherine,16.5,31.7,0.0,ENE,35.0,NE,E,17.0,17.0,69.0,1016.0,1011.6,22.5,No,No
501,2014-07-15,Katherine,15.9,33.9,0.0,ENE,26.0,ESE,E,9.0,11.0,72.0,1015.0,1011.0,22.3,No,No
502,2014-07-16,Katherine,16.0,32.8,0.0,SE,39.0,SE,ESE,11.0,17.0,71.0,1016.8,1012.7,22.9,No,No
503,2014-07-17,Katherine,16.5,32.5,0.0,E,48.0,SE,ESE,11.0,28.0,70.0,1017.2,1013.2,22.5,No,No
504,2014-07-18,Katherine,14.3,29.8,0.0,ESE,43.0,ESE,ESE,24.0,19.0,59.5,1018.6,1013.7,21.0,No,No
505,2014-07-19,Katherine,11.1,31.1,0.0,E,41.0,SSE,E,13.0,15.0,49.0,1018.4,1013.3,18.9,No,No
506,2014-07-20,Katherine,11.5,30.8,0.0,ESE,30.0,ESE,ESE,15.0,17.0,41.0,1018.6,1014.0,19.3,No,No
507,2014-07-21,Katherine,11.2,31.6,0.0,E,35.0,SE,SE,13.0,17.0,56.0,1018.0,1013.7,19.3,No,No
508,2014-07-22,Katherine,11.4,31.1,0.0,E,44.0,ESE,ESE,13.0,17.0,56.0,1018.3,1012.8,17.6,No,No
509,2014-07-23,Katherine,11.0,32.4,0.0,SE,28.0,SE,ENE,6.0,6.0,60.0,1016.6,1011.3,20.2,No,No
510,2014-07-24,Katherine,10.2,32.3,0.0,NE,24.0,ENE,S,6.0,11.0,76.0,1016.1,1011.5,19.5,No,No
511,2014-07-25,Katherine,13.7,32.4,0.0,ENE,31.0,SE,SE,9.0,17.0,71.0,1017.5,1013.8,20.8,No,No
512,2014-07-26,Katherine,11.4,33.0,0.0,ESE,43.0,E,ESE,13.0,22.0,73.0,1019.2,1014.7,21.8,No,No
513,2014-07-27,Katherine,15.6,32.7,0.0,ESE,44.0,SE,ESE,13.0,24.0,66.0,1018.7,1014.1,23.2,No,No
514,2014-07-28,Katherine,18.8,32.4,0.0,E,46.0,ESE,E,13.0,20.0,65.0,1018.3,1013.7,24.1,No,No
515,2014-07-29,Katherine,15.6,32.6,0.0,ESE,48.0,E,E,15.0,20.0,57.5,1018.4,1014.0,21.7,No,No
516,2014-07-30,Katherine,15.9,33.3,0.0,SE,44.0,ESE,E,9.0,22.0,53.75,1017.9,1013.2,22.7,No,No
517,2014-07-31,Katherine,16.8,34.2,0.0,SSE,31.0,SSE,S,7.0,11.0,50.0,1017.3,1012.2,23.4,No,No
518,2014-08-01,Katherine,17.2,34.0,0.0,SE,35.0,ESE,SE,7.0,17.0,53.0,1016.4,1012.0,24.3,No,No
519,2014-08-02,Katherine,17.5,34.0,0.0,E,44.0,ESE,ESE,15.0,22.0,67.0,1016.8,1012.9,24.6,No,No
520,2014-08-03,Katherine,16.5,32.4,0.0,ESE,39.0,ESE,E,19.0,20.0,31.0,1019.0,1014.6,22.6,No,No
521,2014-08-04,Katherine,14.2,31.2,0.0,SE,43.0,SE,ESE,22.0,22.0,24.5,1020.8,1015.8,21.0,No,No
522,2014-08-05,Katherine,14.8,27.6,0.0,ESE,43.0,ESE,SE,30.0,22.0,18.0,1021.9,1016.9,18.2,No,No
523,2014-08-06,Katherine,11.1,31.6,0.0,ESE,43.0,ESE,E,17.0,15.0,34.0,1018.7,1014.0,19.3,No,No
524,2014-08-07,Katherine,15.4,34.0,0.0,E,43.0,E,E,17.0,19.0,57.0,1018.1,1013.5,23.5,No,No
525,2014-08-08,Katherine,17.1,34.2,0.0,ESE,50.0,ESE,E,20.0,28.0,58.0,1018.3,1014.1,24.7,No,No
526,2014-08-09,Katherine,15.1,33.1,0.0,ESE,44.0,ESE,SE,19.0,24.0,40.0,1019.0,1015.3,25.65,No,No
527,2014-08-10,Katherine,12.5,31.1,0.0,ESE,44.0,ESE,ESE,19.0,22.0,22.0,1018.4,1014.1,26.6,No,No
528,2014-08-11,Katherine,12.2,31.2,0.0,ESE,43.0,SE,ESE,13.0,15.0,49.0,1018.0,1013.7,21.6,No,No
529,2014-08-12,Katherine,13.4,31.4,0.0,ESE,43.0,ESE,SE,20.0,26.0,37.0,1018.4,1013.8,23.5,No,No
530,2014-08-13,Katherine,16.7,29.3,0.0,ESE,43.0,ESE,SE,28.0,20.0,25.0,1020.1,1015.3,20.8,No,No
531,2014-08-14,Katherine,10.8,29.5,0.0,SE,31.0,SE,SSE,17.0,7.0,27.0,1020.6,1016.2,17.2,No,No
532,2014-08-15,Katherine,8.6,29.1,0.0,SSE,31.0,ESE,SE,15.0,9.0,28.5,1020.4,1015.0,16.9,No,No
533,2014-08-16,Katherine,8.6,29.5,0.0,SE,35.0,SE,SW,20.0,15.0,29.25,1018.4,1013.5,17.4,No,No
534,2014-08-17,Katherine,6.4,29.3,0.0,E,44.0,SE,SE,9.0,19.0,30.0,1018.0,1013.9,17.4,No,No
535,2014-08-18,Katherine,9.2,29.5,0.0,ESE,44.0,ESE,E,30.0,15.0,33.5,1019.0,1014.4,20.0,No,No
536,2014-08-19,Katherine,9.1,35.5,0.0,ESE,39.0,ESE,ENE,11.0,9.0,37.0,1019.5,1013.2,18.9,No,No
537,2014-08-20,Katherine,11.0,31.5,0.0,ESE,35.0,E,ESE,15.0,13.0,30.0,1017.9,1013.3,18.9,No,No
538,2014-08-21,Katherine,10.5,29.8,0.0,ESE,44.0,ESE,SSE,26.0,15.0,26.5,1017.9,1013.4,21.2,No,No
539,2014-08-22,Katherine,8.0,30.5,0.0,SE,37.0,ESE,SSW,20.0,11.0,23.0,1018.0,1012.8,20.3,No,No
540,2014-08-23,Katherine,7.1,31.8,0.0,E,37.0,SE,E,11.0,20.0,30.5,1017.6,1013.0,18.1,No,No
541,2014-08-24,Katherine,10.3,33.5,0.0,ESE,43.0,SE,NE,17.0,17.0,38.0,1017.2,1012.9,22.0,No,No
542,2014-08-25,Katherine,14.8,33.1,0.0,E,43.0,SE,SSE,19.0,22.0,33.0,1017.9,1013.2,23.7,No,No
543,2014-08-26,Katherine,11.1,32.1,0.0,E,46.0,ESE,E,15.0,20.0,53.5,1017.1,1012.7,21.6,No,No
544,2014-08-27,Katherine,11.5,32.0,0.0,E,50.0,ESE,ESE,22.0,24.0,74.0,1017.1,1012.2,20.5,No,No
545,2014-08-28,Katherine,9.7,31.9,0.0,E,44.0,SE,E,15.0,22.0,40.0,1017.2,1012.7,20.8,No,No
546,2014-08-29,Katherine,11.1,31.6,0.0,ESE,44.0,SE,E,13.0,17.0,35.0,1017.4,1013.3,21.0,No,No
547,2014-08-30,Katherine,10.5,32.8,0.0,SE,41.0,SE,E,13.0,22.0,29.0,1017.2,1011.8,21.3,No,No
548,2014-08-31,Katherine,10.1,33.0,0.0,ENE,41.0,SE,ESE,9.0,20.0,35.0,1016.3,1011.2,21.1,No,No
549,2014-09-01,Katherine,11.9,34.0,0.0,ESE,35.0,SE,E,7.0,11.0,40.0,1016.4,1011.3,21.8,No,No
550,2014-09-02,Katherine,13.0,36.0,0.0,ESE,50.0,ENE,ESE,7.0,20.0,38.0,1016.3,1011.6,22.8,No,No
551,2014-09-03,Katherine,12.3,34.6,0.0,E,35.0,SE,S,19.0,15.0,55.0,1017.3,1012.7,21.6,No,No
552,2014-09-04,Katherine,13.6,34.7,0.0,SSE,39.0,ESE,ESE,22.0,11.0,38.0,1015.5,1009.4,23.8,No,No
553,2014-09-05,Katherine,11.0,35.2,0.0,E,30.0,SSW,ESE,6.0,11.0,44.0,1014.8,1009.4,20.5,No,No
554,2014-09-06,Katherine,12.1,36.1,0.0,NE,39.0,N,E,9.0,22.0,40.0,1015.5,1011.0,23.3,No,No
555,2014-09-07,Katherine,15.3,36.8,0.0,ENE,43.0,W,ESE,7.0,22.0,56.0,1016.9,1012.2,25.2,No,No
556,2014-09-08,Katherine,15.3,36.2,0.0,WNW,31.0,NW,E,9.0,19.0,55.0,1017.3,1012.6,26.2,No,No
557,2014-09-09,Katherine,17.0,37.0,0.0,SE,33.0,NW,ENE,11.0,9.0,59.0,1016.6,1011.1,26.8,No,No
558,2014-09-10,Katherine,17.8,36.5,0.0,E,30.0,NNW,ENE,11.0,15.0,45.0,1014.9,1010.5,28.0,No,No
559,2014-09-11,Katherine,18.7,38.0,0.0,NNE,39.0,NW,ENE,15.0,17.0,73.0,1015.0,1010.7,26.0,No,No
560,2014-09-12,Katherine,18.3,37.1,0.0,ESE,39.0,N,SE,7.0,20.0,50.0,1016.4,1010.8,27.5,No,No
561,2014-09-13,Katherine,20.7,36.8,0.0,SE,54.0,SSE,SE,9.0,20.0,52.0,1016.7,1010.7,28.0,No,No
562,2014-09-14,Katherine,15.2,36.1,0.0,ENE,43.0,S,ESE,7.0,17.0,36.0,1015.1,1009.4,26.1,No,No
563,2014-09-15,Katherine,17.0,36.4,0.0,SE,35.0,NNE,SSE,6.0,11.0,33.0,1014.2,1009.5,26.8,No,No
564,2014-09-16,Katherine,19.1,36.8,0.0,ENE,37.0,WNW,E,7.0,13.0,60.0,1014.4,1009.6,26.7,No,No
565,2014-09-17,Katherine,17.8,36.6,0.0,E,43.0,WNW,E,9.0,19.0,55.0,1015.5,1010.4,27.0,No,No
566,2014-09-18,Katherine,17.3,37.0,0.0,E,48.0,W,ESE,7.0,19.0,62.0,1017.3,1011.7,26.6,No,No
567,2014-09-19,Katherine,16.8,38.0,0.0,ENE,54.0,SSW,ESE,6.0,24.0,55.0,1016.6,1010.4,27.5,No,No
568,2014-09-20,Katherine,16.7,39.0,0.0,E,46.0,N,E,7.0,22.0,44.0,1015.6,1009.9,27.3,No,No
569,2014-09-21,Katherine,16.1,39.1,0.0,SE,46.0,NW,ESE,11.0,22.0,47.0,1015.3,1009.8,26.7,No,No
570,2014-09-22,Katherine,19.5,36.2,0.0,NNE,43.0,ESE,ESE,11.0,13.0,47.0,1016.4,1010.3,26.8,No,No
571,2014-09-23,Katherine,18.0,37.2,0.0,NW,37.0,WNW,WNW,17.0,15.0,55.0,1013.9,1010.0,28.0,No,No
572,2014-09-24,Katherine,23.5,37.7,0.0,NW,35.0,WNW,NE,22.0,7.0,54.0,1014.4,1009.9,28.3,No,No
573,2014-09-25,Katherine,23.9,37.5,0.0,NE,39.0,NNW,E,7.0,20.0,48.0,1015.1,1010.2,29.8,No,No
574,2014-09-26,Katherine,20.1,37.5,0.0,E,48.0,E,ENE,9.0,20.0,50.0,1015.5,1010.6,29.0,No,No
575,2014-09-27,Katherine,20.7,37.5,0.0,ESE,41.0,ESE,ENE,9.0,19.0,38.0,1015.9,1011.1,29.0,No,No
576,2014-09-28,Katherine,19.4,37.6,0.0,ENE,30.0,N,SE,9.0,9.0,46.0,1015.2,1009.3,29.0,No,No
577,2014-09-29,Katherine,20.5,37.5,0.0,N,35.0,NW,ENE,17.0,22.0,48.0,1013.7,1008.8,28.8,No,No
578,2014-09-30,Katherine,22.2,37.5,0.0,ENE,33.0,N,E,13.0,13.0,55.0,1014.7,1009.3,29.4,No,No
579,2014-10-01,Katherine,22.3,38.2,0.0,SE,44.0,ENE,ESE,9.0,24.0,54.0,1014.7,1008.8,28.6,No,No
580,2014-10-02,Katherine,20.4,38.1,0.0,ESE,50.0,NW,ESE,9.0,31.0,70.0,1014.1,1008.6,28.5,No,No
581,2014-10-03,Katherine,19.3,38.0,0.0,ENE,46.0,SSW,ESE,4.0,24.0,59.0,1013.6,1007.5,28.3,No,No
582,2014-10-04,Katherine,20.1,38.3,0.0,ESE,44.0,W,E,9.0,20.0,57.0,1013.9,1007.9,28.8,No,No
583,2014-10-05,Katherine,22.0,38.6,0.0,W,43.0,NW,ENE,11.0,9.0,57.0,1014.0,1008.2,29.2,No,No
584,2014-10-06,Katherine,24.0,38.7,0.0,NNW,26.0,N,NE,4.0,9.0,56.0,1013.9,1008.0,29.9,No,No
585,2014-10-07,Katherine,25.8,38.8,0.0,WNW,31.0,NW,SSW,13.0,6.0,66.0,1012.6,1007.4,29.7,No,No
586,2014-10-08,Katherine,24.1,39.7,0.0,SE,37.0,N,SE,9.0,17.0,55.0,1012.9,1007.9,29.3,No,No
587,2014-10-09,Katherine,22.8,40.4,0.0,E,44.0,WNW,ESE,7.0,22.0,49.0,1012.7,1007.4,31.6,No,No
588,2014-10-10,Katherine,23.9,40.4,0.0,ENE,33.0,NW,ENE,9.0,11.0,52.0,1012.3,1007.0,31.4,No,No
589,2014-10-11,Katherine,26.5,39.9,0.0,NW,33.0,NNW,NW,15.0,7.0,42.0,1013.0,1007.7,31.0,No,No
590,2014-10-12,Katherine,26.1,40.0,0.0,NNW,43.0,NW,E,11.0,9.0,56.0,1012.3,1007.7,30.3,No,No
