,Date,Location,MinTemp,MaxTemp,Rainfall,WindSpeed9am,Humidity9am,Temp9am,RainToday,RainTomorrow
1514,2013-04-22,Newcastle,13.1,25.2,0.4,4.0,93.0,14.4,No,No
1515,2013-04-23,Newcastle,11.5,24.8,0.0,0.0,62.0,18.0,No,No
1516,2013-04-24,Newcastle,9.8,23.5,0.0,0.0,74.0,17.0,No,No
1517,2013-04-25,Newcastle,10.0,22.6,0.0,0.0,78.0,15.6,No,No
1518,2013-04-26,Newcastle,9.5,25.2,0.0,4.0,58.0,16.5,No,No
1519,2013-04-27,Newcastle,10.2,26.6,0.0,4.0,69.0,17.6,No,No
1520,2013-04-28,Newcastle,10.8,28.0,0.0,4.0,62.5,18.55,No,No
1521,2013-04-29,Newcastle,11.4,28.35,0.0,4.0,56.0,19.5,No,No
1522,2013-04-30,Newcastle,13.45,28.7,0.2,6.5,73.0,19.15,No,No
1523,2013-05-01,Newcastle,15.5,28.5,0.2,9.0,90.0,18.8,No,No
1524,2013-05-02,Newcastle,15.6,20.0,0.0,22.0,61.0,17.5,No,No
1525,2013-05-03,Newcastle,10.2,22.2,0.0,0.0,75.0,16.0,No,No
1526,2013-05-04,Newcastle,11.0,25.2,0.0,0.0,65.0,16.5,No,No
1527,2013-05-05,Newcastle,12.4,19.2,0.0,19.0,64.0,17.0,No,No
1528,2013-05-06,Newcastle,10.2,20.0,0.0,4.0,71.0,16.0,No,Yes
1529,2013-05-07,Newcastle,11.8,21.5,3.6,0.0,96.0,14.4,Yes,No
1530,2013-05-08,Newcastle,10.6,21.5,0.2,0.0,82.0,15.9,No,No
1531,2013-05-09,Newcastle,9.3,23.5,0.2,0.0,92.0,14.2,No,No
1532,2013-05-10,Newcastle,8.5,23.4,0.2,4.0,92.0,13.5,No,No
1533,2013-05-11,Newcastle,12.0,21.7,0.0,0.0,86.0,17.4,No,No
1534,2013-05-12,Newcastle,9.8,23.0,0.2,0.0,100.0,12.5,No,No
1535,2013-05-13,Newcastle,11.4,21.0,0.2,4.0,94.0,14.0,No,Yes
1536,2013-05-14,Newcastle,12.5,19.4,1.6,0.0,94.0,16.0,Yes,Yes
1537,2013-05-15,Newcastle,7.5,20.95,1.2,4.0,65.0,12.0,Yes,Yes
1538,2013-05-16,Newcastle,6.85,21.725,16.85,2.0,81.0,12.2,Yes,Yes
1539,2013-05-17,Newcastle,6.525,22.1125,24.675,1.0,89.0,12.3,Yes,Yes
1540,2013-05-18,Newcastle,6.362500000000001,22.30625,28.5875,0.5,93.0,12.350000000000001,Yes,Yes
1541,2013-05-19,Newcastle,6.28125,22.403125,30.54375,0.25,95.0,12.375,Yes,Yes
1542,2013-05-20,Newcastle,6.240625,22.4515625,31.521875,0.125,96.0,12.3875,Yes,Yes
1543,2013-05-21,Newcastle,6.2203125,22.47578125,32.0109375,0.0625,96.5,12.39375,Yes,Yes
1544,2013-05-22,Newcastle,6.210156250000001,22.5,32.25546875,0.03125,96.75,12.396875000000001,Yes,Yes
1545,2013-05-23,Newcastle,6.2,18.7,32.5,0.0,97.0,12.4,Yes,Yes
1546,2013-05-24,Newcastle,11.2,19.9,14.4,37.0,61.0,18.6,Yes,Yes
1547,2013-05-25,Newcastle,11.9,20.549999999999997,1.6,9.0,75.0,15.4,Yes,No
1548,2013-05-26,Newcastle,9.15,21.2,0.0,4.5,84.0,12.7,No,No
1549,2013-05-27,Newcastle,6.4,16.4,0.2,0.0,93.0,10.0,No,Yes
1550,2013-05-28,Newcastle,9.3,18.7,6.2,0.0,100.0,13.8,Yes,Yes
1551,2013-05-29,Newcastle,11.8,21.2,1.4,0.0,94.0,14.0,Yes,No
1552,2013-05-30,Newcastle,8.5,22.2,0.2,4.0,99.0,11.7,No,Yes
1553,2013-05-31,Newcastle,9.7,22.8,2.0,4.0,89.0,12.5,Yes,No
1554,2013-06-01,Newcastle,11.0,20.5,0.2,0.0,91.0,13.2,No,Yes
1555,2013-06-02,Newcastle,13.5,16.7,7.2,4.0,97.0,14.4,Yes,Yes
1556,2013-06-03,Newcastle,11.0,18.2,22.8,4.0,64.0,13.0,Yes,No
1557,2013-06-04,Newcastle,6.8,19.8,0.2,0.0,81.0,11.4,No,No
1558,2013-06-05,Newcastle,7.8,18.7,0.2,0.0,96.0,9.8,No,No
1559,2013-06-06,Newcastle,8.8,17.8,0.0,0.0,84.0,13.2,No,No
1560,2013-06-07,Newcastle,12.4,22.5,0.2,0.0,88.0,15.5,No,No
1561,2013-06-08,Newcastle,11.2,18.0,1.0,0.0,97.0,14.4,No,No
1562,2013-06-09,Newcastle,9.7,19.8,0.4,0.0,88.0,13.0,No,No
1563,2013-06-10,Newcastle,8.2,20.2,0.2,0.0,97.0,12.0,No,No
1564,2013-06-11,Newcastle,9.2,20.8,1.0,0.0,94.0,13.0,No,No
1565,2013-06-12,Newcastle,9.4,19.0,0.2,0.0,95.0,12.2,No,Yes
1566,2013-06-13,Newcastle,9.8,19.5,20.6,0.0,88.0,13.5,Yes,No
1567,2013-06-14,Newcastle,10.8,18.2,0.0,22.0,72.0,14.0,No,No
1568,2013-06-15,Newcastle,11.4,19.0,0.4,11.0,66.0,15.0,No,No
1569,2013-06-16,Newcastle,7.2,16.6,0.0,4.0,75.0,10.8,No,No
1570,2013-06-17,Newcastle,6.6,17.4,0.0,19.0,75.0,9.5,No,No
1571,2013-06-18,Newcastle,6.8,17.8,0.0,9.0,75.0,10.5,No,Yes
1572,2013-06-19,Newcastle,9.4,16.2,3.0,9.0,85.0,11.0,Yes,Yes
1573,2013-06-20,Newcastle,9.8,16.0,2.6,9.0,77.0,12.5,Yes,No
1574,2013-06-21,Newcastle,7.5,17.2,0.2,0.0,91.0,10.2,No,No
1575,2013-06-22,Newcastle,5.0,19.5,0.0,0.0,92.0,9.4,No,Yes
1576,2013-06-23,Newcastle,8.0,16.6,4.8,0.0,95.0,12.0,Yes,Yes
1577,2013-06-24,Newcastle,9.9,17.3,21.0,0.0,95.0,11.0,Yes,No
1578,2013-06-25,Newcastle,6.0,17.5,0.2,4.0,81.0,10.9,No,Yes
1579,2013-06-26,Newcastle,7.2,19.0,2.4,46.0,80.0,17.0,Yes,Yes
1580,2013-06-27,Newcastle,13.2,16.8,10.4,0.0,99.0,15.5,Yes,Yes
1581,2013-06-28,Newcastle,12.6,18.2,14.6,0.0,96.0,14.2,Yes,Yes
1582,2013-06-29,Newcastle,12.1,16.3,14.6,0.0,93.0,14.2,Yes,Yes
1583,2013-06-30,Newcastle,11.7,14.2,20.4,0.0,100.0,12.5,Yes,Yes
1584,2013-07-01,Newcastle,10.6,17.5,20.2,0.0,97.0,12.6,Yes,Yes
1585,2013-07-02,Newcastle,11.2,19.0,3.0,0.0,77.0,13.0,Yes,No
1586,2013-07-03,Newcastle,6.6,18.5,0.2,0.0,97.0,9.2,No,No
1587,2013-07-04,Newcastle,5.3,22.6,0.2,4.0,91.0,9.5,No,No
1588,2013-07-05,Newcastle,9.0,21.7,0.2,9.0,70.0,15.5,No,No
1589,2013-07-06,Newcastle,6.0,16.5,0.0,4.0,73.0,9.0,No,No
1590,2013-07-07,Newcastle,3.2,17.7,0.0,4.0,69.0,8.8,No,No
1591,2013-07-08,Newcastle,3.8,18.2,0.0,4.0,80.0,8.5,No,Yes
1592,2013-07-09,Newcastle,5.8,15.2,5.2,0.0,97.0,10.8,Yes,Yes
1593,2013-07-10,Newcastle,9.4,16.9,2.4,0.0,94.0,10.5,Yes,No
1594,2013-07-11,Newcastle,6.5,18.2,0.0,0.0,93.0,12.4,No,No
1595,2013-07-12,Newcastle,5.8,17.0,0.0,0.0,99.0,8.6,No,No
1596,2013-07-13,Newcastle,5.4,19.2,0.2,0.0,100.0,9.8,No,No
1597,2013-07-14,Newcastle,5.6,19.5,0.2,0.0,97.0,9.2,No,No
1598,2013-07-15,Newcastle,9.0,18.7,0.2,0.0,95.0,12.6,No,No
1599,2013-07-16,Newcastle,11.7,21.6,0.2,0.0,97.0,13.5,No,No
1600,2013-07-17,Newcastle,10.8,23.4,0.0,0.0,89.0,14.0,No,No
1601,2013-07-18,Newcastle,10.2,23.8,0.0,0.0,91.0,13.4,No,No
1602,2013-07-19,Newcastle,11.8,21.2,0.2,0.0,89.0,14.8,No,No
1603,2013-07-20,Newcastle,12.0,20.2,1.0,4.0,89.0,14.0,No,No
1604,2013-07-21,Newcastle,6.5,16.2,0.0,7.0,77.0,10.0,No,No
1605,2013-07-22,Newcastle,2.9,16.95,0.0,0.0,66.0,8.5,No,No
1606,2013-07-23,Newcastle,3.8,17.325,0.0,0.0,75.0,9.25,No,No
1607,2013-07-24,Newcastle,4.25,17.7,0.0,0.0,79.5,9.625,No,No
1608,2013-07-25,Newcastle,4.7,18.5,0.0,0.0,84.0,10.0,No,No
1609,2013-07-26,Newcastle,4.550000000000001,19.5,0.0,0.0,73.0,9.0,No,No
1610,2013-07-27,Newcastle,4.4,19.8,0.0,0.0,80.0,10.0,No,No
1611,2013-07-28,Newcastle,5.5,18.2,0.0,4.0,97.0,8.2,No,No
1612,2013-07-29,Newcastle,6.3,22.3,0.0,0.0,95.0,10.4,No,No
1613,2013-07-30,Newcastle,7.8,21.4,0.0,0.0,72.0,13.0,No,Yes
1614,2013-07-31,Newcastle,12.5,18.0,10.4,19.0,90.0,14.4,Yes,No
1615,2013-08-01,Newcastle,7.0,18.9,0.2,0.0,77.0,13.2,No,No
1616,2013-08-02,Newcastle,5.3,20.8,0.2,0.0,96.0,10.8,No,No
1617,2013-08-03,Newcastle,8.7,19.7,0.0,0.0,58.0,12.9,No,No
1618,2013-08-04,Newcastle,9.0,19.5,0.0,28.0,54.0,13.7,No,No
1619,2013-08-05,Newcastle,6.9,19.2,0.0,9.0,61.0,11.8,No,No
1620,2013-08-06,Newcastle,8.4,22.8,0.2,19.0,50.0,15.5,No,No
1621,2013-08-07,Newcastle,11.0,18.8,0.0,0.0,74.0,14.4,No,Yes
1622,2013-08-08,Newcastle,8.5,14.2,9.2,28.0,70.0,11.5,Yes,Yes
1623,2013-08-09,Newcastle,7.2,19.0,1.2,4.0,71.0,11.0,Yes,No
1624,2013-08-10,Newcastle,11.0,23.7,0.2,19.0,49.0,16.2,No,No
1625,2013-08-11,Newcastle,7.4,23.8,0.0,0.0,60.0,15.0,No,No
1626,2013-08-12,Newcastle,9.4,27.0,0.0,0.0,70.0,15.2,No,No
1627,2013-08-13,Newcastle,8.0,21.7,0.0,19.0,49.0,13.0,No,No
1628,2013-08-14,Newcastle,9.2,23.2,0.0,0.0,65.0,12.0,No,No
1629,2013-08-15,Newcastle,10.1,17.8,0.0,11.0,37.0,14.0,No,No
1630,2013-08-16,Newcastle,3.5,20.8,0.0,4.0,71.0,10.1,No,No
1631,2013-08-17,Newcastle,8.8,23.2,0.0,0.0,76.0,14.0,No,No
1632,2013-08-18,Newcastle,8.0,22.2,0.0,9.0,53.0,14.9,No,No
1633,2013-08-19,Newcastle,9.3,25.3,0.0,9.0,43.0,15.5,No,No
1634,2013-08-20,Newcastle,6.0,18.0,0.0,19.0,54.0,10.8,No,No
1635,2013-08-21,Newcastle,4.6,18.2,0.0,4.0,68.0,10.4,No,No
1636,2013-08-22,Newcastle,5.2,18.6,0.0,19.0,54.0,11.4,No,No
1637,2013-08-23,Newcastle,9.7,21.3,0.0,19.0,55.0,13.5,No,No
1638,2013-08-24,Newcastle,11.6,21.7,0.0,15.0,60.0,16.4,No,No
1639,2013-08-25,Newcastle,7.2,24.5,0.0,9.0,69.0,14.9,No,No
1640,2013-08-26,Newcastle,7.6,22.2,0.0,4.0,67.0,14.6,No,No
1641,2013-08-27,Newcastle,7.55,21.8,0.0,0.0,71.0,15.8,No,No
1642,2013-08-28,Newcastle,7.5,22.8,0.0,0.0,79.0,15.5,No,No
1643,2013-08-29,Newcastle,8.0,23.0,0.0,0.0,76.0,15.2,No,No
1644,2013-08-30,Newcastle,14.4,28.2,0.0,0.0,68.0,19.2,No,No
1645,2013-08-31,Newcastle,10.4,25.2,0.0,0.0,61.0,17.2,No,No
1646,2013-09-01,Newcastle,8.8,23.1,0.0,0.0,76.0,17.4,No,Yes
1647,2013-09-02,Newcastle,9.6,23.0,1.4,0.0,84.0,15.5,Yes,No
1648,2013-09-03,Newcastle,10.4,22.7,0.0,0.0,76.0,18.0,No,No
1649,2013-09-04,Newcastle,10.7,23.8,0.0,0.0,68.0,17.5,No,No
1650,2013-09-05,Newcastle,9.7,27.8,0.0,9.0,60.0,18.5,No,No
1651,2013-09-06,Newcastle,14.3,25.5,0.0,4.0,49.0,21.5,No,No
1652,2013-09-07,Newcastle,13.2,30.0,0.0,4.0,57.0,20.4,No,No
1653,2013-09-08,Newcastle,16.8,22.5,0.4,4.0,78.0,19.8,No,No
1654,2013-09-09,Newcastle,17.8,25.8,0.0,0.0,82.0,19.7,No,No
1655,2013-09-10,Newcastle,15.2,28.0,0.0,28.0,31.0,24.5,No,No
1656,2013-09-11,Newcastle,12.05,30.2,0.0,16.0,38.0,21.55,No,No
1657,2013-09-12,Newcastle,8.9,23.2,0.0,4.0,45.0,18.6,No,No
1658,2013-09-13,Newcastle,11.4,20.0,0.0,9.0,45.0,14.8,No,Yes
1659,2013-09-14,Newcastle,13.0,25.8,7.0,0.0,62.0,19.1,Yes,No
1660,2013-09-15,Newcastle,12.0,19.8,0.0,4.0,71.0,18.2,No,No
1661,2013-09-16,Newcastle,12.0,19.0,0.0,4.0,75.0,17.5,No,Yes
1662,2013-09-17,Newcastle,12.6,22.7,16.2,0.0,82.0,17.4,Yes,No
1663,2013-09-18,Newcastle,14.2,25.0,0.4,37.0,44.0,22.2,No,No
1664,2013-09-19,Newcastle,12.0,24.2,0.0,4.0,48.0,19.0,No,No
1665,2013-09-20,Newcastle,9.7,23.7,0.0,9.0,48.0,17.5,No,No
1666,2013-09-21,Newcastle,8.5,21.5,0.0,4.0,50.0,17.2,No,No
1667,2013-09-22,Newcastle,7.5,24.3,0.0,4.0,65.0,17.0,No,No
1668,2013-09-23,Newcastle,10.6,30.8,0.6,4.0,55.0,19.7,No,No
1669,2013-09-24,Newcastle,14.6,31.2,0.0,0.0,60.0,17.8,No,No
1670,2013-09-25,Newcastle,13.0,30.7,0.0,4.0,37.0,24.4,No,No
1671,2013-09-26,Newcastle,12.8,35.0,0.0,4.0,45.0,23.0,No,No
1672,2013-09-27,Newcastle,10.0,23.1,0.0,4.0,33.0,18.0,No,No
1673,2013-09-28,Newcastle,9.4,31.2,0.0,9.0,49.0,19.5,No,No
1674,2013-09-29,Newcastle,10.8,23.3,0.0,4.0,36.0,20.7,No,No
1675,2013-09-30,Newcastle,9.8,30.6,0.0,9.0,45.0,20.5,No,No
1676,2013-10-01,Newcastle,12.8,33.7,0.0,0.0,51.0,19.5,No,Yes
1677,2013-10-02,Newcastle,9.8,26.7,2.4,4.0,47.0,18.6,Yes,No
1678,2013-10-03,Newcastle,12.5,21.0,0.0,4.0,42.0,19.0,No,Yes
1679,2013-10-04,Newcastle,8.8,20.0,7.6,9.0,59.0,15.5,Yes,No
1680,2013-10-05,Newcastle,7.2,29.8,0.0,4.0,62.0,17.5,No,No
1681,2013-10-06,Newcastle,12.0,32.8,0.0,0.0,39.0,21.7,No,No
1682,2013-10-07,Newcastle,14.6,21.9,0.0,28.0,53.0,20.2,No,No
1683,2013-10-08,Newcastle,10.1,22.4,0.0,4.0,69.0,18.0,No,No
1684,2013-10-09,Newcastle,8.6,29.9,0.0,4.0,77.0,15.6,No,No
1685,2013-10-10,Newcastle,13.8,34.4,0.0,9.0,34.0,23.5,No,No
1686,2013-10-11,Newcastle,14.0,23.0,0.0,11.0,78.0,20.2,No,No
1687,2013-10-12,Newcastle,11.4,29.5,0.0,4.0,78.0,17.8,No,No
1688,2013-10-13,Newcastle,16.4,35.2,0.0,9.0,53.0,25.8,No,No
1689,2013-10-14,Newcastle,13.0,20.0,0.0,0.0,62.0,15.7,No,No
1690,2013-10-15,Newcastle,8.0,24.3,0.2,4.0,53.0,15.5,No,No
1691,2013-10-16,Newcastle,8.3,29.5,0.0,4.0,48.0,16.6,No,No
1692,2013-10-17,Newcastle,12.4,34.0,0.0,9.0,32.0,24.0,No,No
1693,2013-10-18,Newcastle,14.5,20.0,0.0,4.0,39.0,17.5,No,No
1694,2013-10-19,Newcastle,8.0,23.3,0.0,0.0,62.0,17.4,No,No
1695,2013-10-20,Newcastle,13.8,29.2,0.0,9.0,84.0,18.0,No,No
1696,2013-10-21,Newcastle,14.8,35.0,0.0,9.0,55.0,23.6,No,No
1697,2013-10-22,Newcastle,18.6,28.2,0.0,9.0,73.0,23.4,No,No
1698,2013-10-23,Newcastle,19.4,35.8,0.0,0.0,55.0,25.8,No,No
1699,2013-10-24,Newcastle,14.5,28.6,0.0,9.0,41.0,21.8,No,No
1700,2013-10-25,Newcastle,10.0,22.8,0.0,4.0,31.0,17.5,No,No
1701,2013-10-26,Newcastle,9.8,23.75,0.0,9.0,54.0,16.4,No,No
1702,2013-10-27,Newcastle,10.2,24.7,0.0,4.5,65.5,17.4,No,No
1703,2013-10-28,Newcastle,10.6,27.2,0.0,0.0,77.0,18.4,No,No
1704,2013-10-29,Newcastle,16.0,31.5,0.0,4.0,65.0,19.8,No,Yes
1705,2013-10-30,Newcastle,13.5,21.4,35.8,9.0,68.0,17.8,Yes,No
1706,2013-10-31,Newcastle,11.0,23.5,0.0,4.0,70.0,18.2,No,No
1707,2013-11-01,Newcastle,16.5,23.3,0.0,0.0,67.0,20.7,No,No
1708,2013-11-02,Newcastle,13.2,34.2,0.0,4.0,72.0,20.0,No,No
1709,2013-11-03,Newcastle,16.2,34.8,0.0,4.0,27.0,26.5,No,No
1710,2013-11-04,Newcastle,10.2,19.4,0.0,15.0,46.0,17.5,No,No
1711,2013-11-05,Newcastle,9.5,20.7,0.0,9.0,65.0,17.5,No,No
1712,2013-11-06,Newcastle,8.8,23.7,0.0,4.0,70.0,17.5,No,No
1713,2013-11-07,Newcastle,11.6,29.0,0.0,4.0,69.0,18.8,No,No
1714,2013-11-08,Newcastle,14.7,34.8,0.0,4.0,58.0,23.0,No,No
1715,2013-11-09,Newcastle,19.5,36.2,0.0,0.0,60.0,23.8,No,No
1716,2013-11-10,Newcastle,15.0,22.8,0.0,19.0,61.0,19.8,No,Yes
1717,2013-11-11,Newcastle,15.0,21.7,62.6,9.0,90.0,18.5,Yes,Yes
1718,2013-11-12,Newcastle,14.7,21.8,2.8,0.0,82.0,19.9,Yes,Yes
1719,2013-11-13,Newcastle,13.8,27.0,4.0,0.0,94.0,18.4,Yes,No
1720,2013-11-14,Newcastle,13.5,26.7,0.0,0.0,51.0,21.7,No,No
1721,2013-11-15,Newcastle,17.0,25.2,0.0,4.0,65.0,22.2,No,No
1722,2013-11-16,Newcastle,14.2,21.4,0.2,9.0,68.0,19.2,No,Yes
1723,2013-11-17,Newcastle,12.3,17.4,9.2,0.0,96.0,15.2,Yes,Yes
1724,2013-11-18,Newcastle,11.2,21.8,132.5,37.0,99.0,16.5,Yes,Yes
1725,2013-11-19,Newcastle,14.5,23.8,14.8,0.0,84.0,19.0,Yes,Yes
1726,2013-11-20,Newcastle,14.2,26.0,2.0,0.0,81.0,20.5,Yes,No
1727,2013-11-21,Newcastle,17.2,27.5,0.0,4.0,74.0,23.0,No,Yes
1728,2013-11-22,Newcastle,18.7,23.8,2.6,4.0,82.0,20.4,Yes,Yes
1729,2013-11-23,Newcastle,16.25,22.2,15.0,0.0,95.0,19.2,Yes,Yes
1730,2013-11-24,Newcastle,13.8,23.7,6.4,4.0,80.0,20.2,Yes,No
1731,2013-11-25,Newcastle,16.4,23.0,0.0,0.0,70.0,20.7,No,Yes
1732,2013-11-26,Newcastle,11.5,22.2,8.8,4.0,60.0,19.4,Yes,No
1733,2013-11-27,Newcastle,12.9,24.1,0.0,4.0,57.0,19.8,No,No
1734,2013-11-28,Newcastle,13.8,34.8,0.0,0.0,76.0,19.8,No,Yes
1735,2013-11-29,Newcastle,17.2,21.2,6.0,0.0,97.0,19.5,Yes,Yes
1736,2013-11-30,Newcastle,14.4,21.2,23.0,0.0,87.0,17.0,Yes,No
1737,2013-12-01,Newcastle,14.0,23.2,0.0,0.0,70.0,19.8,No,No
1738,2013-12-02,Newcastle,13.3,24.5,0.0,0.0,56.0,20.6,No,No
1739,2013-12-03,Newcastle,13.5,25.5,0.0,0.0,72.0,20.5,No,No
1740,2013-12-04,Newcastle,13.6,32.0,0.0,2.0,74.0,20.2,No,Yes
1741,2013-12-05,Newcastle,12.55,28.5,1.4,5.5,58.5,19.1,Yes,No
1742,2013-12-06,Newcastle,11.5,22.0,0.0,9.0,43.0,18.0,No,No
1743,2013-12-07,Newcastle,11.5,25.2,0.0,0.0,71.0,19.7,No,No
1744,2013-12-08,Newcastle,14.6,29.2,0.0,4.0,47.0,22.5,No,No
1745,2013-12-09,Newcastle,16.9,35.5,0.0,0.0,63.0,23.6,No,No
1746,2013-12-10,Newcastle,22.9,35.5,0.0,4.0,58.0,26.0,No,No
1747,2013-12-11,Newcastle,19.0,27.5,0.0,0.0,69.0,23.5,No,No
1748,2013-12-12,Newcastle,18.4,27.5,0.0,0.0,78.0,22.5,No,No
1749,2013-12-13,Newcastle,17.2,29.5,0.0,0.0,76.0,21.9,No,No
1750,2013-12-14,Newcastle,19.1,27.0,0.0,4.0,72.0,25.0,No,No
1751,2013-12-15,Newcastle,17.1,26.2,0.0,4.0,68.0,22.5,No,No
1752,2013-12-16,Newcastle,18.5,26.2,0.0,4.0,64.0,24.3,No,No
1753,2013-12-17,Newcastle,16.5,27.5,0.0,4.0,66.0,22.8,No,No
1754,2013-12-18,Newcastle,18.0,27.2,0.0,4.0,67.0,22.9,No,No
1755,2013-12-19,Newcastle,16.5,29.2,0.0,0.0,68.0,22.6,No,No
1756,2013-12-20,Newcastle,17.1,37.7,0.0,4.0,68.0,23.8,No,No
1757,2013-12-21,Newcastle,22.7,26.5,0.0,22.0,74.0,24.7,No,No
1758,2013-12-22,Newcastle,21.3,35.8,0.0,0.0,81.0,24.0,No,No
1759,2013-12-23,Newcastle,20.8,35.0,0.0,0.0,59.0,27.4,No,Yes
1760,2013-12-24,Newcastle,18.4,29.25,4.4,9.0,97.0,18.8,Yes,No
1761,2013-12-25,Newcastle,18.2,23.5,0.0,9.0,85.0,21.15,No,Yes
1762,2013-12-26,Newcastle,18.0,27.7,12.0,9.0,73.0,23.5,Yes,No
1763,2013-12-27,Newcastle,17.6,26.3,0.0,9.0,69.0,23.3,No,No
1764,2013-12-28,Newcastle,18.2,28.6,0.0,9.0,71.0,23.0,No,No
1765,2013-12-29,Newcastle,18.1,23.5,0.0,37.0,78.0,22.3,No,No
1766,2013-12-30,Newcastle,16.85,25.3,0.0,4.0,59.0,21.6,No,No
1767,2013-12-31,Newcastle,15.6,28.3,0.0,0.0,68.0,21.8,No,No
1768,2014-01-01,Newcastle,18.6,30.1,0.4,4.0,66.0,24.8,No,No
1769,2014-01-02,Newcastle,21.6,29.65,0.6,0.0,75.0,25.8,No,No
1770,2014-01-03,Newcastle,20.8,29.2,0.0,4.0,65.0,23.8,No,No
1771,2014-01-04,Newcastle,21.6,26.5,0.0,9.0,75.0,24.4,No,No
1772,2014-01-05,Newcastle,20.8,30.8,0.0,9.0,79.0,23.8,No,No
1773,2014-01-06,Newcastle,18.4,30.2,0.0,9.0,34.0,27.1,No,No
1774,2014-01-07,Newcastle,19.1,23.0,0.0,19.0,74.0,20.5,No,No
1775,2014-01-08,Newcastle,17.0,25.5,0.0,4.0,62.0,22.6,No,No
1776,2014-01-09,Newcastle,13.8,25.9,0.0,4.0,50.0,22.5,No,No
1777,2014-01-10,Newcastle,17.2,29.5,0.0,4.0,44.0,22.5,No,No
1778,2014-01-11,Newcastle,18.8,32.0,0.0,0.0,65.0,24.4,No,No
1779,2014-01-12,Newcastle,18.2,32.85,0.0,0.0,71.0,25.1,No,No
1780,2014-01-13,Newcastle,17.45,33.275000000000006,0.0,2.0,73.0,24.55,No,No
1781,2014-01-14,Newcastle,17.075,33.487500000000004,0.0,3.0,74.0,24.275,No,No
1782,2014-01-15,Newcastle,16.8875,33.59375,0.0,3.5,74.5,24.1375,No,No
1783,2014-01-16,Newcastle,16.79375,33.7,0.0,3.75,74.75,24.06875,No,No
1784,2014-01-17,Newcastle,16.7,31.7,0.0,4.0,75.0,24.0,No,No
1785,2014-01-18,Newcastle,17.6,33.7,0.0,0.0,71.0,23.5,No,No
1786,2014-01-19,Newcastle,19.2,28.2,0.0,4.0,75.0,23.5,No,No
1787,2014-01-20,Newcastle,21.4,28.5,0.0,0.0,75.0,25.1,No,No
1788,2014-01-21,Newcastle,21.3,25.0,0.8,4.0,98.0,22.2,No,No
1789,2014-01-22,Newcastle,22.0,25.0,1.0,19.0,74.0,24.2,No,No
1790,2014-01-23,Newcastle,19.2,25.0,1.0,4.0,92.0,20.1,No,No
1791,2014-01-24,Newcastle,19.4,29.7,0.0,28.0,68.0,24.5,No,Yes
1792,2014-01-25,Newcastle,18.8,25.2,8.4,4.0,72.0,23.6,Yes,No
1793,2014-01-26,Newcastle,16.5,25.0,0.4,4.0,61.0,21.8,No,No
1794,2014-01-27,Newcastle,15.5,28.0,0.0,9.0,59.0,22.5,No,No
1795,2014-01-28,Newcastle,17.2,29.8,0.0,9.0,58.0,23.8,No,No
1796,2014-01-29,Newcastle,18.2,32.8,0.0,4.0,59.0,23.0,No,No
1797,2014-01-30,Newcastle,18.0,31.2,0.0,9.0,57.0,24.2,No,No
1798,2014-01-31,Newcastle,17.7,33.0,0.0,4.0,59.0,23.0,No,No
1799,2014-02-01,Newcastle,19.2,31.9,0.0,4.0,71.0,24.5,No,No
1800,2014-02-02,Newcastle,19.5,30.8,0.0,16.0,64.5,24.15,No,No
1801,2014-02-03,Newcastle,19.8,31.2,0.0,28.0,58.0,23.8,No,No
1802,2014-02-04,Newcastle,18.8,30.0,0.0,4.0,71.0,24.5,No,No
1803,2014-02-05,Newcastle,17.1,24.8,0.0,9.0,60.0,21.0,No,No
1804,2014-02-06,Newcastle,16.6,24.3,0.2,0.0,73.0,20.5,No,No
1805,2014-02-07,Newcastle,14.8,30.8,0.0,4.0,63.0,22.5,No,No
1806,2014-02-08,Newcastle,14.4,30.8,0.0,0.0,68.0,22.8,No,No
1807,2014-02-09,Newcastle,18.0,33.6,0.0,4.0,78.0,22.0,No,No
1808,2014-02-10,Newcastle,17.8,30.950000000000003,0.0,4.0,77.0,23.5,No,No
1809,2014-02-11,Newcastle,19.5,28.3,0.0,4.0,70.5,24.7,No,No
1810,2014-02-12,Newcastle,21.2,29.8,0.0,4.0,64.0,25.9,No,No
1811,2014-02-13,Newcastle,20.8,30.9,0.0,4.0,67.0,24.5,No,Yes
1812,2014-02-14,Newcastle,19.5,25.0,1.2,0.0,95.0,20.6,Yes,Yes
1813,2014-02-15,Newcastle,20.0,25.8,1.6,0.0,96.0,21.2,Yes,Yes
1814,2014-02-16,Newcastle,20.8,25.7,1.2,0.0,91.0,24.0,Yes,Yes
1815,2014-02-17,Newcastle,18.8,25.2,15.0,9.0,68.0,23.0,Yes,No
1816,2014-02-18,Newcastle,19.7,24.8,0.0,0.0,86.0,21.0,No,No
1817,2014-02-19,Newcastle,19.7,32.0,0.0,0.0,84.0,24.4,No,Yes
1818,2014-02-20,Newcastle,21.4,27.3,46.8,4.0,64.0,24.5,Yes,No
1819,2014-02-21,Newcastle,19.8,25.5,0.0,15.0,38.0,21.4,No,No
1820,2014-02-22,Newcastle,19.3,25.5,0.0,9.0,63.0,22.6,No,No
1821,2014-02-23,Newcastle,19.8,24.8,0.0,9.0,69.0,21.6,No,Yes
1822,2014-02-24,Newcastle,18.8,27.2,2.0,0.0,87.0,21.4,Yes,No
